stock_code_norm,company_name,year,model_level3_code,incomplete_flag,盈利能力指标_score,盈利能力指标_used_inds,盈利能力指标_missing_inds,资产使用效率_score,资产使用效率_used_inds,资产使用效率_missing_inds,流动性指标_score,流动性指标_used_inds,流动性指标_missing_inds,现金创造能力指标_score,现金创造能力指标_used_inds,现金创造能力指标_missing_inds,偿债能力_score,偿债能力_used_inds,偿债能力_missing_inds,股东收益指标_score,股东收益指标_used_inds,股东收益指标_missing_inds,composite_score
1.0,平安银行,2020,L1_025_S01_S01,True,0.19351652298850575,"['营业利润率', '总资产利润率ROA', '权益资本利润率ROE']","['销售利润率', 'EBITDA利润率', '总资产盈利能力']",0.9371123235263876,"['固定资产周转率', '总资产周转率']","['应收账款周转率', '存货周转率']",,[],"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",0.14583333333333331,"['利润创现率_净利润', '总资产创现率']",['销售创现率'],0.5208333333333334,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.5839361114858718,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.47624632493348634
1.0,平安银行,2021,L1_025_S01_S01,True,0.34016393442622955,"['营业利润率', '总资产利润率ROA', '权益资本利润率ROE']","['销售利润率', 'EBITDA利润率', '总资产盈利能力']",0.9583333333333335,"['固定资产周转率', '总资产周转率']","['应收账款周转率', '存货周转率']",,[],"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",0.14583333333333331,"['利润创现率_净利润', '总资产创现率']",['销售创现率'],0.5208333333333333,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.5720115203599516,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.5074350909572363
1.0,平安银行,2022,L1_025_S01_S01,True,0.5566751221345358,"['营业利润率', '总资产利润率ROA', '权益资本利润率ROE']","['销售利润率', 'EBITDA利润率', '总资产盈利能力']",0.9806175641729449,"['固定资产周转率', '总资产周转率']","['应收账款周转率', '存货周转率']",,[],"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",0.3958333333333333,"['利润创现率_净利润', '总资产创现率']",['销售创现率'],0.5694444444444444,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.6885153497928249,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.6382171627756167
1.0,平安银行,2023,L1_025_S01_S01,True,0.5796894672294424,"['营业利润率', '总资产利润率ROA', '权益资本利润率ROE']","['销售利润率', 'EBITDA利润率', '总资产盈利能力']",0.9800634306023814,"['固定资产周转率', '总资产周转率']","['应收账款周转率', '存货周转率']",,[],"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",0.37500000000000006,"['利润创现率_净利润', '总资产创现率']",['销售创现率'],0.6978974142926442,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.594194795553251,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.6453690215355439
1.0,平安银行,2024,L1_025_S01_S01,True,0.5514516437768187,"['营业利润率', '总资产利润率ROA', '权益资本利润率ROE']","['销售利润率', 'EBITDA利润率', '总资产盈利能力']",0.9583333333333335,"['固定资产周转率', '总资产周转率']","['应收账款周转率', '存货周转率']",,[],"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",0.5208333333333333,"['利润创现率_净利润', '总资产创现率']",['销售创现率'],0.5208333333333334,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.6156758652041145,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.6334255017961867
2.0,万科A,2020,L1_011_S01_S03,False,0.7123494722235987,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.8836969830227177,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.17274842140245925,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.4484302102690296,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.6372549019607843,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.8752243402809401,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.621617388193255
2.0,万科A,2021,L1_011_S01_S03,False,0.6988468666346351,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.7341582794263128,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.2780458013272422,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.2620224337329,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.6176470588235294,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.6397554550001534,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.5384126491574621
2.0,万科A,2022,L1_011_S01_S03,False,0.7642237222757956,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.8305570319375913,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.3846796191106499,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.4646419886299147,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.7058823529411765,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.7229857516676207,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.6454950777604581
2.0,万科A,2023,L1_011_S01_S03,False,0.7551742919389979,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.8376386768871205,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.4278802363202011,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.5541527668338143,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.7352941176470588,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.55691238470519,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.6445087457220638
2.0,万科A,2024,L1_011_S01_S03,False,0.4802659252963699,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.8703323533998384,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.34919161122613435,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.4688352162056876,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.38228982579563364,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.7147900895538328,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.5442841702462494
4.0,国华网安,2020,L1_003_S06_S01,False,0.4919546112426042,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5889923772313211,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6175982211277845,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.17391304347826084,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.6979014329995179,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.44361161630463186,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.5023285503973535
4.0,国华网安,2021,L1_003_S06_S01,False,0.05337510904143252,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5485725383137083,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6120049959455263,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.3717418944691672,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.6427401067141427,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.3639126520036554,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.4320578827479388
4.0,国华网安,2022,L1_003_S06_S01,False,0.06050207352286607,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.6155782925086509,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.46863576562111037,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.3919628485871431,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.4138816230874335,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.30955902972611554,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.3766866055088866
4.0,国华网安,2023,L1_003_S06_S01,False,0.057142717884711564,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5599418035607764,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.31776161081716636,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.27092558359485835,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.35714285714285715,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.28372418368665053,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.3077731261145034
4.0,国华网安,2024,L1_003_S06_S01,False,0.03703703703703701,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.6373835362102922,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.13476581691631254,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率']",['营运资本周转天数'],0.3306386418755052,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.1814073941950584,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.21879373426424353,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.25667102674974146
5.0,ST星源,2020,L1_017_S01_S01,False,0.09520707029657782,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.47408835594522575,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.43451798873356284,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.5760511191772535,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.29689743185528444,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.31611059974954936,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.3654787609595756
5.0,ST星源,2021,L1_017_S01_S01,False,0.7639583969077409,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.3859310201328799,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.5615814494022883,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.8401278099623393,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.5517241379310345,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.43459677049476125,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.5896532641385074
5.0,ST星源,2022,L1_017_S01_S01,False,0.06686854395703547,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.4470651565560772,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6178469768316384,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.48211127512029833,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.5402298850574712,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.2806923495635807,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.40580236451435026
6.0,深振业A,2020,L1_011_S01_S01,False,0.8807005930093543,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.6974703093780512,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.7943323510209093,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.38929525345707616,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.6539179884224087,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.6006981299840437,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.6694024375453073
6.0,深振业A,2021,L1_011_S01_S01,False,0.7737424095026882,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5545694880646023,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6826865615637587,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.08247640415708729,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.6368011760908696,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.5672141142305362,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.5495816922682571
6.0,深振业A,2022,L1_011_S01_S01,False,0.7669900569032645,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.6017185350392286,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.7694981007776653,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.7999999999999999,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.6470839824406593,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.7437398779120349,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.7215050921788088
6.0,深振业A,2023,L1_011_S01_S01,False,0.27731658955856203,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5689985018158061,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6212508692156925,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.44318676382646766,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.32419729913705997,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.524260560668254,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.4598684307036404
6.0,深振业A,2024,L1_011_S01_S01,False,0.33748689727463316,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.774240190782287,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6039153218316015,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.655282507739938,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.34053687124596244,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.7051951440410058,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.5694428221525714
7.0,全新好,2020,L1_017_S01_S01,False,0.04726938543743766,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.2610990394465481,"['存货周转率', '固定资产周转率', '总资产周转率']",['应收账款周转率'],0.5830295447559499,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.2927102238354507,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.3563218390804597,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.17514032126671075,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.28592839230375944
7.0,全新好,2021,L1_017_S01_S01,False,0.9052258162953921,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.32715032932971716,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6526326860292927,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.10486222379366704,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.3563218390804597,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.32959929098863233,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.4459653642528601
7.0,全新好,2022,L1_017_S01_S01,False,0.32969400792590947,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.4501570224806442,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.786921548625002,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.5665748054961621,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.3678160919540229,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.5548338777403412,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.509332892370347
7.0,全新好,2023,L1_017_S01_S01,False,0.8764489801327574,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.4301960124327088,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.8290963439684247,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.9116011534355035,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.419753086419753,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.4837885778829212,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.6584806923786781
7.0,全新好,2024,L1_017_S01_S01,False,0.8940139551964746,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5577019150707744,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.6715591618167988,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.783191818777175,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.5466666666666667,"['总资产负债率', '权益资产比', '权益负债比']",['利息保障倍数'],0.4153062668427352,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.6447399640617708
8.0,神州高铁,2020,L1_010_S03_S01,False,0.13063609245699753,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.16349563031388217,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.21343780584866467,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.48034499514091333,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.2931451398448785,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.29589488376351514,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.26282575789480855
8.0,神州高铁,2021,L1_010_S03_S01,False,0.050687368568332135,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.216589028501379,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.06150792689520685,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.4996540312876053,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.25189821578944005,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.18334663194168846,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.210613867163942
8.0,神州高铁,2022,L1_010_S03_S01,False,0.09661070973225665,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.21672422005239336,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.04619266602897637,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率']",['营运资本周转天数'],0.5538730500268962,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.2862741473638044,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.32176515754852086,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.25357332512547465
8.0,神州高铁,2023,L1_010_S03_S01,False,0.07342717920952896,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.435194230454024,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.039999999999999994,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率']",['营运资本周转天数'],0.1631168831168831,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.30630467374971715,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.11926860091094402,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.18955192790684952
8.0,神州高铁,2024,L1_010_S03_S01,False,0.07999999999999999,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.3954756456358287,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.07311860897022521,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率']",['营运资本周转天数'],0.35216974674880225,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.26770435222913835,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.16908109478821598,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.22292490806203505
9.0,中国宝安,2020,L1_013_S01_S02,False,0.5290114958907318,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.4587918015102481,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.5645689628245659,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.41204751131221723,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.36438078440469235,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.3194084274632326,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.44136816390094796
9.0,中国宝安,2021,L1_013_S01_S02,False,0.29699704386684,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.38464443236058254,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.5415453954402939,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.326923076923077,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.23596441571156462,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.3063925637498849,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.34874448800870717
9.0,中国宝安,2022,L1_013_S01_S02,False,0.39286040908994485,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5446403582423734,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.3255120621275449,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.41176470588235303,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.30819448715116404,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.3007519541696748,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.3806206627771758
9.0,中国宝安,2023,L1_013_S01_S02,False,0.5745308876238667,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.6923171330387825,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.45920787382900513,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.8671080406831703,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.4923650703171357,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.4355064324614131,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.5868392396588956
9.0,中国宝安,2024,L1_013_S01_S02,False,0.6072219983883964,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.39638589810924374,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.532886584220161,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.7885835095137421,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.5567988452154017,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.449011921311823,"['每股分红', '每股收益', '每股净资产', '市盈率', '每股经营现金流']",[],0.5551481261264614
10.0,美丽生态,2020,L1_005_S04_S01,False,0.7036672577799403,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.45297944192165296,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.1771848469976807,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.11231002777346512,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.4750872346414892,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.31414817488036245,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.3725628306657651
10.0,美丽生态,2021,L1_005_S04_S01,False,0.5779882450255766,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.5162570219393303,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.17282047739866224,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.43071476228075745,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.521925039536016,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.6655221657373136,"['每股收益', '每股净资产', '市盈率', '每股经营现金流']",['每股分红'],0.4808712853196093
10.0,美丽生态,2022,L1_005_S04_S01,False,0.1263354585959388,"['销售利润率', '营业利润率', '总资产利润率ROA', '权益资本利润率ROE', 'EBITDA利润率', '总资产盈利能力']",[],0.4694433600657277,"['应收账款周转率', '存货周转率', '固定资产周转率', '总资产周转率']",[],0.18023136949111263,"['流动比率', '速动比率', '现金比率', '营运资本需求量比率', '营运资本周转天数']",[],0.4064133578214849,"['销售创现率', '利润创现率_净利润', '总资产创现率']",[],0.3706599662218867,"['总资产负债率', '权益资产比', '权益负债比', '利息保障倍数']",[],0.28137858838042284,"['每股收益', '每股净资产', '每股经营现金流']","['每股分红', '市盈率']",0.3057436834294289
