doc_id,stock_code,company_name,year_range,year_list,valid_year_count,rank,term,tfidf_weight
002735_5Y,002735,王子新材,2020-2024,"2020,2021,2022,2023,2024",5,14,缓冲,0.06280027530642736
002735_5Y,002735,王子新材,2020-2024,"2020,2021,2022,2023,2024",5,15,军工,0.061831510463348976
002735_5Y,002735,王子新材,2020-2024,"2020,2021,2022,2023,2024",5,16,新能源汽车 光伏,0.061393705701405094
002735_5Y,002735,王子新材,2020-2024,"2020,2021,2022,2023,2024",5,17,模块 系统,0.05965291975598434
002735_5Y,002735,王子新材,2020-2024,"2020,2021,2022,2023,2024",5,18,包装材料,0.05840699363539928
002735_5Y,002735,王子新材,2020-2024,"2020,2021,2022,2023,2024",5,19,产品设计 原材料,0.058164558993227145
002735_5Y,002735,王子新材,2020-2024,"2020,2021,2022,2023,2024",5,20,电子产品 行业,0.057894704093129475
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,1,财富管理,0.08574930889767733
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,2,个人 机构,0.08019008881498678
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,3,承销,0.07430422573550685
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,4,投行,0.07264699999124793
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,5,投资 交易,0.07260265058707016
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,6,证券公司,0.0711432300523537
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,7,机构 客户,0.07042365203592092
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,8,财富管理 机构,0.06921893066267741
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,9,三板,0.06902831595253334
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,10,业务 个人,0.06884407016959856
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,11,资产管理 业务,0.06712512296498745
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,12,承销 保荐,0.06566307584341338
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,13,财富管理 业务,0.06535381644387145
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,14,私募,0.06504488272629948
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,15,资产管理 产品,0.06460920015835114
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,16,债券 承销,0.06460920015835114
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,17,投资 银行业务,0.06395556565219071
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,18,金融 产品,0.06300265653459912
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,19,银行 理财,0.06284307447471482
002736_5Y,002736,国信证券,2020-2024,"2020,2021,2023,2024",4,20,综合 金融服务,0.06235229683571753
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,1,小儿,0.11440346640123208
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,2,儿童 用药,0.11113991831121273
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,3,儿童,0.11043459295438848
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,4,补益,0.11019599252809871
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,5,用药,0.09736421453736224
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,6,养生,0.09711614458083839
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,7,消化系统,0.096609664191394
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,8,妇科,0.09388908763333216
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,9,颗粒,0.08874768411699703
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,10,呼吸系统,0.08869296832296988
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,11,成人,0.08485083610270716
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,12,化学 生物,0.08102255598583434
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,13,OTC,0.08065106541628529
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,14,渠道 推广,0.07822540218192982
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,15,中成药,0.07762061406750888
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,16,感冒,0.07556432082498121
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,17,单品,0.07477684892552189
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,18,曲线,0.07465519511853985
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,19,儿科,0.07328670487815118
002737_5Y,002737,葵花药业,2020-2024,"2020,2021,2022,2023,2024",5,20,经营 品牌,0.07302855921245517
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,1,轻金属,0.11726782311791364
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,2,甲酸,0.1105103621475511
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,3,氟化锂,0.10877471047401331
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,4,稀有,0.10155102086336261
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,5,勘查,0.09738990246481154
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,6,电池 氢氧化锂,0.09485778023167514
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,7,锂电 新能源,0.09275239684314361
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,8,氢氧化锂,0.08581320727588555
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,9,电池 碳酸锂,0.08432234422054487
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,10,地质,0.08065525743157542
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,11,原料 业务,0.0785670740660424
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,12,资深 人士,0.07486800670246913
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,13,商业性,0.07370549119587225
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,14,原料 开发,0.07357023184352215
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,15,开发 利用,0.07228134376986181
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,16,碳酸锂,0.0704552420875296
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,17,精矿,0.07028490936186049
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,18,特种玻璃,0.07013120066473684
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,19,行业 首批,0.06931397528074638
002738_5Y,002738,中矿资源,2020-2024,"2020,2021,2022,2023,2024",5,20,矿产,0.0678790197334818
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,1,电影,0.17022095285311412
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,2,放映,0.16705804605840438
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,3,投资 制作,0.1625709421235991
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,4,电影 产业链,0.15044998589224162
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,5,影院,0.15005144132655285
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,6,制作 发行,0.14816152929138984
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,7,影片,0.13810134679743127
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,8,影城,0.12972481966522273
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,9,院线,0.12755950995178922
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,10,观众,0.11273658182551795
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,11,电视剧,0.11012558771977513
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,12,电影 放映,0.10824099072330955
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,13,游戏,0.10725251622264881
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,14,业务 电影,0.1013028219415655
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,15,网络游戏,0.09985281826415228
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,16,发行 运营,0.09937824345770072
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,17,发行 业务,0.09437405565795266
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,18,题材,0.09218839424221238
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,19,人次,0.09182212966081822
002739_5Y,002739,万达电影,2020-2024,"2020,2021,2022,2023,2024",5,20,工艺 标准,0.09125507168871529
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,1,饰品,0.19372342463697104
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,2,珠宝,0.17896508444196835
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,3,钻石,0.178421211156974
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,4,节日,0.1627487485998494
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,5,加盟,0.15967060815886358
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,6,活动 市场,0.15861335678363134
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,7,面对 终端,0.15641501898613266
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,8,镶嵌,0.1456251385648322
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,9,珠宝首饰,0.14312841254702233
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,10,商场,0.13669462463462503
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,11,研发 一直,0.13359657778683068
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,12,产品 宣传,0.12880727267975767
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,13,渠道 经营,0.1261272892721445
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,14,竞争力 之一,0.11827413346069465
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,15,批发 销售,0.11679326856321169
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,16,店铺,0.11542973033214926
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,17,厂商 采购,0.11424488075919827
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,18,直播,0.11370651615541635
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,19,采购 按照,0.11309160008695497
002740_5Y,002740,ST爱迪尔,2020-2022,"2020,2021,2022",3,20,外部 采购,0.11309160008695497
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,1,专用 化学品,0.09980553584072316
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,2,化学试剂,0.0833677270063488
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,3,锂电池 材料,0.0701535415926561
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,4,提纯,0.06986186924135701
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,5,退役,0.06919217704679287
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,6,正极材料,0.0673600221892988
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,7,PCB,0.06726471152916419
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,8,PCB 制造,0.06674238610809463
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,9,梯次 利用,0.06631868726132555
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,10,结晶,0.0654838260198412
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,11,化学品,0.06385675627335229
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,12,萃取,0.05927448263920506
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,13,复配,0.05894505629292377
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,14,蓄电池,0.05894505629292377
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,15,梯次,0.058547617635858536
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,16,电性能,0.05798511532520041
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,17,化学品 行业,0.05675513712326574
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,18,建立 自己,0.05675513712326574
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,19,丰富 制造,0.05647169464091324
002741_5Y,002741,光华科技,2020-2024,"2020,2021,2022,2023,2024",5,20,高端 专用,0.0562929061409864
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,1,商品 混凝土,0.1050967285330443
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,2,外加剂,0.10068130204716906
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,3,混凝土 外加剂,0.10045678665823154
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,4,化工 板块,0.09907503246260682
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,5,中间体 原料药,0.09179139602297709
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,6,减水剂,0.08952859005296832
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,7,混凝土,0.08948627137636334
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,8,青霉素,0.08422437105759077
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,9,原料药 制剂,0.08267602721444145
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,10,医药 板块,0.08193989041573557
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,11,盐酸,0.07853978208399691
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,12,中间体,0.0783493001974697
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,13,医药 中间体,0.07697835547212872
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,14,建材,0.07387191374548285
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,15,原料药,0.07301663948073045
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,16,建材 业务,0.07047229040431588
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,17,酸钠,0.0689886544429007
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,18,药业,0.06734618279124537
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,19,制剂 产品,0.06693733882164317
002742_5Y,002742,ST三圣,2020-2024,"2020,2021,2022,2023,2024",5,20,制剂,0.06626762497256701
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,1,钢结构,0.14103010168203015
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,2,钢结构 行业,0.13369827400603254
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,3,门窗 产品,0.09974910263908632
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,4,门窗,0.09933586373322865
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,5,桥梁 钢结构,0.09663272968275699
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,6,装配式建筑,0.0928469336219498
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,7,实木,0.09121915490696013
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,8,经营 格局,0.0852043906289742
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,9,采取 订单,0.08225329506267805
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,10,行业 能够,0.08068245268937631
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,11,重型,0.07946118230145008
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,12,订单 驱动,0.07774551401882947
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,13,钢结构 制造,0.07506075290904031
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,14,跨度,0.07453315596672504
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,15,美学,0.07434314247151023
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,16,经理人,0.07433834142431446
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,17,中心环节,0.07393663301250576
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,18,制造 安装,0.0738768528858967
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,19,相辅相成,0.07308085887342275
002743_5Y,002743,富煌钢构,2020-2024,"2020,2021,2022,2023,2024",5,20,工程 安装,0.07273981951338683
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,1,LED 封装,0.10025754784000807
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,2,照明,0.09746131887533732
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,3,照明 系统,0.08975067212791193
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,4,LED,0.08940414998651752
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,5,照明 应用,0.08938486041961727
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,6,LED 照明,0.08681547565027949
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,7,义乌,0.08565852523952192
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,8,智能 照明,0.08292694133617264
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,9,照明 工业,0.08223247479152017
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,10,工业 照明,0.08223247479152017
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,11,照明 行业,0.07619042326418914
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,12,照明 产品,0.07079683123068593
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,13,照明 解决方案,0.07028932580291296
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,14,封装 产品,0.06868881668026675
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,15,智能制造 业务,0.06561374563823136
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,16,MINI LED,0.06469154928608059
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,17,人员 生产,0.06439970446786866
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,18,灯具,0.06385469679899483
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,19,产品 自动化,0.062162037497701474
002745_5Y,002745,木林森,2020-2024,"2020,2021,2022,2023,2024",5,20,海外 品牌,0.06188154735131807
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,1,鸡肉 产品,0.14523130953761632
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,2,肉鸡,0.13657091498961252
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,3,鸡肉,0.13279667995987288
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,4,雏鸡,0.12446718643591229
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,5,种鸡 养殖,0.12408412508940145
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,6,商品 肉鸡,0.12252489797752189
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,7,肉鸡 养殖,0.12252489797752189
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,8,种鸡,0.11999108773243278
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,9,代肉,0.1184260990833059
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,10,父母,0.10715569955258951
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,11,菜品,0.10329044169824048
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,12,白羽 肉鸡,0.10229059476016358
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,13,白羽,0.09974445138500243
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,14,屠宰 加工,0.09661019363286037
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,15,饲料 生产,0.09485077340896478
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,16,屠宰,0.09473053554823908
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,17,养殖 屠宰,0.09216849013220016
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,18,养殖,0.0899483511372401
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,19,冰鲜,0.0849738478242594
002746_5Y,002746,仙坛股份,2020-2024,"2020,2021,2022,2023,2024",5,20,饲料,0.07750602475137891
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,1,运动 控制,0.07192029532013922
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,2,运动 控制系统,0.07107505619545014
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,3,伺服系统,0.06666044856263831
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,4,控制 解决方案,0.06337068504915826
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,5,自动化 焊接,0.06331203510426991
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,6,运动 控制器,0.0625762579451202
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,7,机器人 焊接,0.059678256996666325
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,8,金属 成形,0.0571773748421658
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,9,运动,0.056639673456673735
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,10,工业机器人,0.0566280994443372
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,11,工业机器人 产品,0.055814505453567295
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,12,焊接 生产线,0.055564336293210226
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,13,自动化 机器人,0.05553917054517336
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,14,焊接 机器人,0.05361554432425075
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,15,机器人 产品,0.053246509745016386
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,16,成形 机床,0.05235983431126049
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,17,机器人 智能制造,0.051879099957234595
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,18,本体,0.05143234072903242
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,19,完整 解决方案,0.051388698031955914
002747_5Y,002747,埃斯顿,2020-2024,"2020,2021,2022,2023,2024",5,20,ALL,0.05120369225985847
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,1,氯化亚砜,0.17153095841072108
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,2,发泡剂,0.1431466762626805
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,3,双氧水,0.1143859732767311
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,4,烧碱,0.10792059213325292
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,5,氯碱,0.10641987909798706
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,6,甲醛,0.07454434137573646
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,7,预算 控制,0.07252908818944752
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,8,技术人员 拥有,0.07252908818944752
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,9,建设 奠定,0.06939769820330383
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,10,技术开发 力度,0.06885986508084983
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,11,化工产品 研发,0.06665974093573412
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,12,熟练掌握,0.06606331700782762
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,13,清洁 生产,0.06505602506090563
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,14,技术 资本,0.06450957386278468
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,15,效益 中心,0.06424563223548495
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,16,争取 产品,0.06371778924331997
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,17,农药,0.06229728631250573
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,18,农药 行业,0.0620500892576892
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,19,不利于,0.061197565235955466
002748_5Y,002748,ST世龙,2020-2024,"2020,2021,2022,2023,2024",5,20,采购 供应链管理,0.060659732113501466
002749_5Y,002749,国光股份,2020-2024,"2020,2021,2022,2023,2024",5,1,生长 调节剂,0.1405523074533737
