source_stock_code,source_company,source_year_range,source_valid_year_count,rank,target_stock_code,target_company,target_year_range,target_valid_year_count,similarity
000001,平安银行,2020-2024,5,1,600016,民生银行,2020-2024,5,0.9704758306009167
000001,平安银行,2020-2024,5,2,600036,招商银行,2020-2024,5,0.9685158851892585
000001,平安银行,2020-2024,5,3,601169,北京银行,2020-2024,4,0.9630437082269635
000001,平安银行,2020-2024,5,4,600000,浦发银行,2020-2023,4,0.9615001995699454
000001,平安银行,2020-2024,5,5,601998,中信银行,2020-2024,5,0.9603485658820451
000001,平安银行,2020-2024,5,6,600015,华夏银行,2020-2024,5,0.9566901146434742
000001,平安银行,2020-2024,5,7,601009,南京银行,2020-2024,5,0.9541046625775076
000001,平安银行,2020-2024,5,8,601229,上海银行,2020-2024,5,0.9499243084272638
000001,平安银行,2020-2024,5,9,601818,光大银行,2020-2024,5,0.9495116494354452
000001,平安银行,2020-2024,5,10,601166,兴业银行,2020-2024,5,0.9481121799066371
000002,万科A,2020-2024,5,1,001979,招商蛇口,2020-2024,5,0.812347572430619
000002,万科A,2020-2024,5,2,600708,光明地产,2020-2024,5,0.7795047498011268
000002,万科A,2020-2024,5,3,600743,华远地产,2020-2024,5,0.7733225870642668
000002,万科A,2020-2024,5,4,000732,ST泰禾,2020-2022,3,0.7641151745693487
000002,万科A,2020-2024,5,5,000031,大悦城,2020-2024,5,0.7640018235052706
000002,万科A,2020-2024,5,6,000736,中交地产,2020-2024,5,0.7514424589607798
000002,万科A,2020-2024,5,7,600383,金地集团,2020-2024,5,0.7513801710185997
000002,万科A,2020-2024,5,8,002305,南国置业,2020-2024,5,0.7507640028315562
000002,万科A,2020-2024,5,9,002314,南山控股,2020-2024,5,0.746228746605222
000002,万科A,2020-2024,5,10,000011,深物业A,2020-2024,5,0.744234986665902
000004,国华网安,2020-2024,5,1,688023,安恒信息,2020-2024,5,0.90067668522134
000004,国华网安,2020-2024,5,2,300352,北信源,2020-2024,5,0.8972393774376244
000004,国华网安,2020-2024,5,3,002212,天融信,2020-2024,5,0.8938835036937129
000004,国华网安,2020-2024,5,4,002439,启明星辰,2020-2024,5,0.8916057332999333
000004,国华网安,2020-2024,5,5,300369,绿盟科技,2020-2024,5,0.8790075007740932
000004,国华网安,2020-2024,5,6,300659,中孚信息,2020-2024,5,0.877413004752766
000004,国华网安,2020-2024,5,7,300311,任子行,2020-2024,5,0.8758148429006927
000004,国华网安,2020-2024,5,8,300768,迪普科技,2020-2024,5,0.8744280549200113
000004,国华网安,2020-2024,5,9,003029,吉大正元,2020-2024,5,0.873460617998005
000004,国华网安,2020-2024,5,10,002268,电科网安,2020-2024,5,0.8722071873128805
000005,ST星源,2020-2022,3,1,000011,深物业A,2020-2024,5,0.5722891674636712
000005,ST星源,2020-2022,3,2,001914,招商积余,2020-2024,5,0.5357789252792802
000005,ST星源,2020-2022,3,3,000090,天健集团,2020-2024,5,0.5330367608366338
000005,ST星源,2020-2022,3,4,300917,特发服务,2020-2024,5,0.5267792879941305
000005,ST星源,2020-2022,3,5,000548,湖南投资,2020-2024,5,0.5261785608159645
000005,ST星源,2020-2022,3,6,600605,汇通能源,2020-2024,5,0.5242546121558592
000005,ST星源,2020-2022,3,7,002575,群兴玩具,2020-2024,5,0.5235827407552958
000005,ST星源,2020-2022,3,8,600239,云南城投,2020-2024,5,0.5221115667117582
000005,ST星源,2020-2022,3,9,000042,中洲控股,2020-2024,5,0.5163219855756542
000005,ST星源,2020-2022,3,10,600890,＊ST中房,2020-2021,2,0.5162976655678626
000006,深振业A,2020-2024,5,1,000736,中交地产,2020-2024,5,0.8396241340278301
000006,深振业A,2020-2024,5,2,000029,深深房A,2020-2024,5,0.8373385620731435
000006,深振业A,2020-2024,5,3,000011,深物业A,2020-2024,5,0.8332736389136092
000006,深振业A,2020-2024,5,4,000514,渝开发,2020-2024,5,0.8247647220642551
000006,深振业A,2020-2024,5,5,000732,ST泰禾,2020-2022,3,0.8073388727968498
000006,深振业A,2020-2024,5,6,000014,沙河股份,2020-2024,5,0.7970821223670721
000006,深振业A,2020-2024,5,7,000042,中洲控股,2020-2024,5,0.782817537965919
000006,深振业A,2020-2024,5,8,000548,湖南投资,2020-2024,5,0.7783546977858563
000006,深振业A,2020-2024,5,9,002305,南国置业,2020-2024,5,0.7755580358411197
000006,深振业A,2020-2024,5,10,600657,信达地产,2020-2024,5,0.7707080918580873
000007,全新好,2020-2024,5,1,000632,三木集团,2020-2024,5,0.6207703867049558
000007,全新好,2020-2024,5,2,600653,申华控股,2020-2024,5,0.6114401353031107
000007,全新好,2020-2024,5,3,000608,阳光股份,2020-2024,5,0.5971466391720257
000007,全新好,2020-2024,5,4,002575,群兴玩具,2020-2024,5,0.5966119722150833
000007,全新好,2020-2024,5,5,600386,北巴传媒,2020-2024,5,0.592935174175529
000007,全新好,2020-2024,5,6,000020,深华发A,2020-2024,5,0.5797746091306193
000007,全新好,2020-2024,5,7,600605,汇通能源,2020-2024,5,0.5742476901183026
000007,全新好,2020-2024,5,8,600689,上海三毛,2020-2024,5,0.5625090147769147
000007,全新好,2020-2024,5,9,000025,特力A,2020-2024,5,0.550435720372673
000007,全新好,2020-2024,5,10,000096,广聚能源,2020-2024,5,0.5422850396948166
000008,神州高铁,2020-2024,5,1,300440,运达科技,2020-2024,5,0.8447217580268873
000008,神州高铁,2020-2024,5,2,000976,华铁股份,2020-2022,3,0.7548045040727064
000008,神州高铁,2020-2024,5,3,300011,鼎汉技术,2020-2024,5,0.750248792563188
000008,神州高铁,2020-2024,5,4,300789,唐源电气,2020-2024,5,0.733305968046639
000008,神州高铁,2020-2024,5,5,688459,哈铁科技,2022-2024,3,0.7263568567298738
000008,神州高铁,2020-2024,5,6,002296,辉煌科技,2020-2024,5,0.7246356309989739
000008,神州高铁,2020-2024,5,7,603508,思维列控,2020-2024,5,0.7235345813009882
000008,神州高铁,2020-2024,5,8,300150,世纪瑞尔,2020-2024,5,0.718440687159403
000008,神州高铁,2020-2024,5,9,300407,凯发电气,2020-2024,5,0.7181303364260107
000008,神州高铁,2020-2024,5,10,300960,通业科技,2020-2024,5,0.715007848056434
000009,中国宝安,2020-2024,5,1,835185,贝特瑞,2021-2024,4,0.6305818284670811
000009,中国宝安,2020-2024,5,2,001301,尚太科技,2022-2024,3,0.592363759969003
000009,中国宝安,2020-2024,5,3,600884,杉杉股份,2020-2024,5,0.572296681165133
000009,中国宝安,2020-2024,5,4,300035,中科电气,2020-2024,5,0.5635970286390947
000009,中国宝安,2020-2024,5,5,000982,中银绒业,2020-2023,4,0.5552611290893777
000009,中国宝安,2020-2024,5,6,300432,富临精工,2020-2024,5,0.5550659013941899
000009,中国宝安,2020-2024,5,7,603659,璞泰来,2020-2024,5,0.5534154951007833
000009,中国宝安,2020-2024,5,8,300073,当升科技,2020-2024,5,0.5459473799766259
000009,中国宝安,2020-2024,5,9,300409,道氏技术,2020-2024,5,0.5393713293362202
000009,中国宝安,2020-2024,5,10,002759,天际股份,2020-2024,5,0.5319304067287475
000010,美丽生态,2020-2024,5,1,002431,棕榈股份,2020-2024,5,0.6932787466585999
000010,美丽生态,2020-2024,5,2,002775,文科股份,2020-2024,5,0.689393929758614
000010,美丽生态,2020-2024,5,3,002062,宏润建设,2020-2024,5,0.6217572958791766
000010,美丽生态,2020-2024,5,4,002307,北新路桥,2020-2024,5,0.6216378454354954
000010,美丽生态,2020-2024,5,5,002663,普邦股份,2020-2024,5,0.611602834808089
000010,美丽生态,2020-2024,5,6,002628,成都路桥,2020-2024,5,0.607611871134609
000010,美丽生态,2020-2024,5,7,002941,新疆交建,2020-2024,5,0.6060344248460664
000010,美丽生态,2020-2024,5,8,300197,节能铁汉,2020-2024,5,0.6028327079898536
000010,美丽生态,2020-2024,5,9,002140,东华科技,2020-2024,5,0.6011042975898935
000010,美丽生态,2020-2024,5,10,003001,中岩大地,2020-2024,5,0.5955781025338789
000011,深物业A,2020-2024,5,1,000006,深振业A,2020-2024,5,0.8332736389136092
000011,深物业A,2020-2024,5,2,001979,招商蛇口,2020-2024,5,0.8327924983235517
000011,深物业A,2020-2024,5,3,000965,天保基建,2020-2024,5,0.8210499740996378
000011,深物业A,2020-2024,5,4,002305,南国置业,2020-2024,5,0.8174415449823683
000011,深物业A,2020-2024,5,5,000042,中洲控股,2020-2024,5,0.8147451719513396
000011,深物业A,2020-2024,5,6,600639,浦东金桥,2020-2024,5,0.7807344869830553
000011,深物业A,2020-2024,5,7,600649,城投控股,2020-2024,5,0.7799485565639109
000011,深物业A,2020-2024,5,8,600675,中华企业,2020-2024,5,0.7794178859749354
000011,深物业A,2020-2024,5,9,000656,＊ST金科,2020-2024,5,0.7789121390648608
000011,深物业A,2020-2024,5,10,000090,天健集团,2020-2024,5,0.7730346868541876
000012,南玻A,2020-2024,5,1,601636,旗滨集团,2020-2024,5,0.8233082635078216
000012,南玻A,2020-2024,5,2,600876,凯盛新能,2020-2024,5,0.8027782170099823
000012,南玻A,2020-2024,5,3,002623,亚玛顿,2020-2024,5,0.8025611929226972
000012,南玻A,2020-2024,5,4,600819,耀皮玻璃,2020-2024,5,0.7694949425917644
000012,南玻A,2020-2024,5,5,600586,金晶科技,2020-2024,5,0.7648641753862446
000012,南玻A,2020-2024,5,6,002613,北玻股份,2020-2024,5,0.7501249674972899
000012,南玻A,2020-2024,5,7,601865,福莱特,2020-2024,5,0.7448006992322983
000012,南玻A,2020-2024,5,8,600207,安彩高科,2020-2024,5,0.7333344984638621
000012,南玻A,2020-2024,5,9,300160,秀强股份,2020-2024,5,0.7040584628091248
000012,南玻A,2020-2024,5,10,002218,拓日新能,2020-2024,5,0.6915433319352797
000014,沙河股份,2020-2024,5,1,000029,深深房A,2020-2024,5,0.8184278401108939
000014,沙河股份,2020-2024,5,2,000609,＊ST中迪,2020-2024,5,0.8176080092717083
000014,沙河股份,2020-2024,5,3,000838,财信发展,2020-2024,5,0.8090085189084514
000014,沙河股份,2020-2024,5,4,000732,ST泰禾,2020-2022,3,0.8004489959908492
000014,沙河股份,2020-2024,5,5,000006,深振业A,2020-2024,5,0.7970821223670721
000014,沙河股份,2020-2024,5,6,000514,渝开发,2020-2024,5,0.7922645101435393
000014,沙河股份,2020-2024,5,7,000517,荣安地产,2020-2024,5,0.7795921142891152
000014,沙河股份,2020-2024,5,8,000671,阳光城,2020-2022,3,0.7737275173245342
000014,沙河股份,2020-2024,5,9,000897,津滨发展,2020-2024,5,0.7592416643642674
000014,沙河股份,2020-2024,5,10,000736,中交地产,2020-2024,5,0.7408642069717909
000016,深康佳A,2020-2024,5,1,300992,泰福泵业,2021-2024,4,0.5990389856973787
000016,深康佳A,2020-2024,5,2,300703,创源股份,2020-2024,5,0.5848169343319203
000016,深康佳A,2020-2024,5,3,000407,胜利股份,2020-2024,5,0.5784478034479638
000016,深康佳A,2020-2024,5,4,002372,伟星新材,2020-2024,5,0.5715061445965155
000016,深康佳A,2020-2024,5,5,002056,横店东磁,2020-2024,5,0.5632707742473699
000016,深康佳A,2020-2024,5,6,300022,吉峰科技,2020-2024,5,0.5541839477721152
000016,深康佳A,2020-2024,5,7,300208,＊ST中程,2020-2024,5,0.547405169080601
000016,深康佳A,2020-2024,5,8,002146,荣盛发展,2020-2024,5,0.5325731923652186
000016,深康佳A,2020-2024,5,9,300256,星星科技,2020-2024,5,0.5323133678672197
000016,深康佳A,2020-2024,5,10,002357,富临运业,2020-2024,5,0.5255811945245894
000017,深中华A,2020-2024,5,1,002867,周大生,2020-2024,5,0.7656063932957408
000017,深中华A,2020-2024,5,2,002731,萃华珠宝,2020-2024,5,0.7517140908034051
000017,深中华A,2020-2024,5,3,300945,曼卡龙,2020-2024,5,0.7322176188881957
000017,深中华A,2020-2024,5,4,000587,＊ST金洲,2020-2021,2,0.7237459905975193
000017,深中华A,2020-2024,5,5,002721,ST金一,2020-2024,5,0.7207774735999232
000017,深中华A,2020-2024,5,6,002740,ST爱迪尔,2020-2022,3,0.7164430115162371
000017,深中华A,2020-2024,5,7,600916,中国黄金,2020-2024,5,0.7032336666820914
000017,深中华A,2020-2024,5,8,000025,特力A,2020-2024,5,0.6960573121832475
000017,深中华A,2020-2024,5,9,605599,菜百股份,2021-2024,4,0.6755766399859073
000017,深中华A,2020-2024,5,10,301177,迪阿股份,2021-2024,4,0.6733197824426451
000019,深粮控股,2020-2024,5,1,000428,华天酒店,2020-2024,5,0.5777204438396113
000019,深粮控股,2020-2024,5,2,600190,ST锦港,2020-2024,5,0.5654914545011814
000019,深粮控股,2020-2024,5,3,002507,涪陵榨菜,2020-2024,5,0.5330743433775909
000019,深粮控股,2020-2024,5,4,301058,中粮科工,2021-2024,4,0.5293616379428172
000019,深粮控股,2020-2024,5,5,600300,维维股份,2020-2024,5,0.5242569248188745
000019,深粮控股,2020-2024,5,6,000505,京粮控股,2020-2024,5,0.5211950320048448
000019,深粮控股,2020-2024,5,7,600127,金健米业,2020-2024,5,0.5099259648725126
000019,深粮控股,2020-2024,5,8,000626,远大控股,2020-2024,5,0.5065185867675842
000019,深粮控股,2020-2024,5,9,000717,中南股份,2020-2024,5,0.5051205211034872
000019,深粮控股,2020-2024,5,10,000911,广农糖业,2020-2024,5,0.5048285960258898
000020,深华发A,2020-2024,5,1,000007,全新好,2020-2024,5,0.5797746091306193
000020,深华发A,2020-2024,5,2,000608,阳光股份,2020-2024,5,0.558374492840667
000020,深华发A,2020-2024,5,3,000402,金融街,2020-2024,5,0.5342999490095026
000020,深华发A,2020-2024,5,4,002575,群兴玩具,2020-2024,5,0.5279106764764919
000020,深华发A,2020-2024,5,5,000045,深纺织A,2020-2024,5,0.5278771080172097
000020,深华发A,2020-2024,5,6,000096,广聚能源,2020-2024,5,0.4982577881137477
000020,深华发A,2020-2024,5,7,600620,天宸股份,2020-2024,5,0.47473771678209153
000020,深华发A,2020-2024,5,8,002072,凯瑞德,2020-2024,5,0.47318477485279803
000020,深华发A,2020-2024,5,9,600007,中国国贸,2020-2024,5,0.45431311278497627
000020,深华发A,2020-2024,5,10,600605,汇通能源,2020-2024,5,0.4516930711651008
000021,深科技,2020-2024,5,1,002156,通富微电,2020-2024,5,0.6954276452842387
000021,深科技,2020-2024,5,2,600584,长电科技,2020-2024,5,0.6905390293918654
000021,深科技,2020-2024,5,3,002925,盈趣科技,2020-2024,4,0.6900114914290932
000021,深科技,2020-2024,5,4,601231,环旭电子,2020-2024,5,0.6749614369400587
000021,深科技,2020-2024,5,5,002369,卓翼科技,2020-2024,5,0.6602941954394219
000021,深科技,2020-2024,5,6,601138,工业富联,2020-2024,5,0.6598706302544483
000021,深科技,2020-2024,5,7,300735,光弘科技,2020-2024,5,0.6507408182677725
000021,深科技,2020-2024,5,8,002475,立讯精密,2020-2024,5,0.6463105273681071
000021,深科技,2020-2024,5,9,301041,金百泽,2021-2024,2,0.6371610753797223
000021,深科技,2020-2024,5,10,002402,和而泰,2020-2024,5,0.6353002667997885
000023,ST深天,2020-2023,4,1,002302,西部建设,2020-2024,5,0.7301776297005423
000023,ST深天,2020-2023,4,2,000877,天山股份,2020-2024,5,0.7067449147908964
000023,ST深天,2020-2023,4,3,002233,塔牌集团,2020-2024,5,0.6940717745938799
000023,ST深天,2020-2023,4,4,000789,万年青,2020-2024,5,0.6874885990407303
000023,ST深天,2020-2023,4,5,605122,四方新材,2020-2024,5,0.6840555596126755
000023,ST深天,2020-2023,4,6,003037,三和管桩,2020-2024,5,0.6579747487909733
000023,ST深天,2020-2023,4,7,601992,金隅集团,2020-2024,5,0.6514419987038518
000023,ST深天,2020-2023,4,8,000401,冀东水泥,2020-2024,5,0.6466319862620674
000023,ST深天,2020-2023,4,9,002596,海南瑞泽,2020-2024,5,0.6393911222153504
000023,ST深天,2020-2023,4,10,000672,上峰水泥,2020-2024,5,0.6256816439744145
000025,特力A,2020-2024,5,1,002721,ST金一,2020-2024,5,0.7338128660629355
000025,特力A,2020-2024,5,2,002867,周大生,2020-2024,5,0.7149742298731925
000025,特力A,2020-2024,5,3,000017,深中华A,2020-2024,5,0.6960573121832475
000025,特力A,2020-2024,5,4,000587,＊ST金洲,2020-2021,2,0.6863876410201353
000025,特力A,2020-2024,5,5,600916,中国黄金,2020-2024,5,0.6682546286174885
000025,特力A,2020-2024,5,6,002345,潮宏基,2020-2024,5,0.6612248492851478
000025,特力A,2020-2024,5,7,002574,明牌珠宝,2020-2024,5,0.6533715651803308
000025,特力A,2020-2024,5,8,002731,萃华珠宝,2020-2024,5,0.6486628691909416
000025,特力A,2020-2024,5,9,002740,ST爱迪尔,2020-2022,3,0.6365300684412738
000025,特力A,2020-2024,5,10,605599,菜百股份,2021-2024,4,0.6357839003543968
000026,飞亚达,2020-2024,5,1,300622,博士眼镜,2020-2024,5,0.6121505049014621
000026,飞亚达,2020-2024,5,2,002762,金发拉比,2020-2024,5,0.5909217889080045
000026,飞亚达,2020-2024,5,3,002345,潮宏基,2020-2024,5,0.5719478156397326
000026,飞亚达,2020-2024,5,4,603214,爱婴室,2020-2024,5,0.5705985740624252
000026,飞亚达,2020-2024,5,5,002327,富安娜,2020-2024,5,0.5701606252130113
000026,飞亚达,2020-2024,5,6,301078,孩子王,2021-2024,4,0.5701136637044837
000026,飞亚达,2020-2024,5,7,002612,朗姿股份,2020-2024,5,0.5686768413360731
000026,飞亚达,2020-2024,5,8,002416,爱施德,2020-2024,5,0.5594916635971352
000026,飞亚达,2020-2024,5,9,002615,哈尔斯,2020-2024,5,0.5591844683784299
000026,飞亚达,2020-2024,5,10,002780,三夫户外,2020-2024,5,0.5560469802605342
000027,深圳能源,2020-2024,5,1,600098,广州发展,2020-2024,5,0.6460290642706342
000027,深圳能源,2020-2024,5,2,002911,佛燃能源,2020-2024,5,0.6175108819260073
000027,深圳能源,2020-2024,5,3,601139,深圳燃气,2020-2024,5,0.6109610678382381
000027,深圳能源,2020-2024,5,4,000593,德龙汇能,2020-2024,5,0.6098033019969012
000027,深圳能源,2020-2024,5,5,000669,ST金鸿,2020-2024,5,0.5960673275874773
000027,深圳能源,2020-2024,5,6,000531,穗恒运A,2020-2024,5,0.5922064119791975
000027,深圳能源,2020-2024,5,7,001299,美能能源,2022-2024,3,0.5912003829091041
000027,深圳能源,2020-2024,5,8,600011,华能国际,2020-2024,3,0.5903160533357344
000027,深圳能源,2020-2024,5,9,600917,重庆燃气,2020-2024,5,0.5888211175987885
000027,深圳能源,2020-2024,5,10,603053,成都燃气,2020-2024,5,0.5856142709667242
000028,国药一致,2020-2024,5,1,000950,重药控股,2020-2024,5,0.8920709093132823
000028,国药一致,2020-2024,5,2,600713,南京医药,2020-2024,5,0.8543666476420485
000028,国药一致,2020-2024,5,3,600998,九州通,2020-2024,4,0.8527455332574672
000028,国药一致,2020-2024,5,4,000411,英特集团,2020-2024,5,0.852480535196161
000028,国药一致,2020-2024,5,5,002788,鹭燕医药,2020-2024,5,0.8504682998060895
000028,国药一致,2020-2024,5,6,002589,瑞康医药,2020-2024,5,0.841786699162111
000028,国药一致,2020-2024,5,7,603368,柳药集团,2020-2024,5,0.8358072752758657
000028,国药一致,2020-2024,5,8,301126,达嘉维康,2021-2024,4,0.8281152517646632
000028,国药一致,2020-2024,5,9,600829,人民同泰,2020-2024,5,0.8249561465105071
000028,国药一致,2020-2024,5,10,000078,海王生物,2020-2024,5,0.8110442738970476
000029,深深房A,2020-2024,5,1,000006,深振业A,2020-2024,5,0.8373385620731435
000029,深深房A,2020-2024,5,2,000014,沙河股份,2020-2024,5,0.8184278401108939
000029,深深房A,2020-2024,5,3,000609,＊ST中迪,2020-2024,5,0.797026991583349
000029,深深房A,2020-2024,5,4,000897,津滨发展,2020-2024,5,0.7961633608807539
000029,深深房A,2020-2024,5,5,000548,湖南投资,2020-2024,5,0.7847812288599422
000029,深深房A,2020-2024,5,6,000732,ST泰禾,2020-2022,3,0.7708994135426028
000029,深深房A,2020-2024,5,7,600533,栖霞建设,2020-2024,5,0.7618358679153325
000029,深深房A,2020-2024,5,8,000736,中交地产,2020-2024,5,0.7617333949171068
000029,深深房A,2020-2024,5,9,000514,渝开发,2020-2024,5,0.7543127157100759
000029,深深房A,2020-2024,5,10,600665,天地源,2020-2024,5,0.7495993039016259
000030,富奥股份,2020-2024,5,1,600741,华域汽车,2020-2024,5,0.785455332599533
000030,富奥股份,2020-2024,5,2,603037,凯众股份,2020-2024,5,0.7261360630795649
000030,富奥股份,2020-2024,5,3,603178,圣龙股份,2020-2024,5,0.7253935347819523
000030,富奥股份,2020-2024,5,4,603009,北特科技,2020-2024,5,0.7176962006138784
000030,富奥股份,2020-2024,5,5,603596,伯特利,2020-2024,5,0.6962178949942245
000030,富奥股份,2020-2024,5,6,601689,拓普集团,2020-2024,5,0.695337922671104
000030,富奥股份,2020-2024,5,7,000625,长安汽车,2020-2024,5,0.6872408354561512
000030,富奥股份,2020-2024,5,8,300585,奥联电子,2020-2024,5,0.6872406157872845
000030,富奥股份,2020-2024,5,9,300825,阿尔特,2020-2024,4,0.6844950442662889
000030,富奥股份,2020-2024,5,10,300680,隆盛科技,2020-2024,5,0.6820457032889594
000031,大悦城,2020-2024,5,1,002305,南国置业,2020-2024,5,0.8205711442210639
000031,大悦城,2020-2024,5,2,000732,ST泰禾,2020-2022,3,0.7996330563453209
000031,大悦城,2020-2024,5,3,000042,中洲控股,2020-2024,5,0.7725303772345932
000031,大悦城,2020-2024,5,4,001979,招商蛇口,2020-2024,5,0.7695151207198723
000031,大悦城,2020-2024,5,5,600383,金地集团,2020-2024,5,0.7695064790169429
000031,大悦城,2020-2024,5,6,600743,华远地产,2020-2024,5,0.7675970106624798
000031,大悦城,2020-2024,5,7,000002,万科A,2020-2024,5,0.7640018235052706
000031,大悦城,2020-2024,5,8,000736,中交地产,2020-2024,5,0.7438691169318941
000031,大悦城,2020-2024,5,9,000548,湖南投资,2020-2024,5,0.7302619129773966
000031,大悦城,2020-2024,5,10,600823,ST世茂,2020-2023,4,0.727445403060819
000032,深桑达A,2020-2024,5,1,300212,易华录,2020-2024,5,0.8219638318985957
000032,深桑达A,2020-2024,5,2,002368,太极股份,2020-2024,5,0.8170501773949148
000032,深桑达A,2020-2024,5,3,300366,创意信息,2020-2024,5,0.7848889606522784
000032,深桑达A,2020-2024,5,4,000034,神州数码,2020-2024,5,0.7622282457929396
000032,深桑达A,2020-2024,5,5,300188,国投智能,2020-2024,5,0.7539508529701687
000032,深桑达A,2020-2024,5,6,600410,华胜天成,2020-2024,5,0.7537321114114182
000032,深桑达A,2020-2024,5,7,300588,熙菱信息,2020-2024,5,0.7526557350836034
000032,深桑达A,2020-2024,5,8,000851,ST高鸿,2020-2024,4,0.7502843924923761
000032,深桑达A,2020-2024,5,9,600602,云赛智联,2020-2024,5,0.7468121698082526
000032,深桑达A,2020-2024,5,10,002642,荣联科技,2020-2024,5,0.7458143200622933
000034,神州数码,2020-2024,5,1,301236,软通动力,2021-2023,3,0.8538378651502807
000034,神州数码,2020-2024,5,2,600410,华胜天成,2020-2024,5,0.8537091121060166
000034,神州数码,2020-2024,5,3,300634,彩讯股份,2020-2024,5,0.8329283800983783
000034,神州数码,2020-2024,5,4,688316,青云科技,2020-2024,5,0.823766114864724
000034,神州数码,2020-2024,5,5,002642,荣联科技,2020-2024,5,0.8215483761153651
000034,神州数码,2020-2024,5,6,300166,东方国信,2020-2024,5,0.8106689102516413
000034,神州数码,2020-2024,5,7,000938,紫光股份,2020-2024,5,0.8059298935093074
000034,神州数码,2020-2024,5,8,688158,优刻得,2020-2024,5,0.7984169435424465
000034,神州数码,2020-2024,5,9,600850,电科数字,2020-2024,5,0.7886538334573796
000034,神州数码,2020-2024,5,10,300017,网宿科技,2020-2024,5,0.7803188338617202
000035,中国天楹,2020-2024,5,1,000826,启迪环境,2020-2024,5,0.7921345366962436
000035,中国天楹,2020-2024,5,2,000885,城发环境,2020-2024,5,0.7546081061456988
000035,中国天楹,2020-2024,5,3,601827,三峰环境,2020-2024,5,0.7545460538928581
000035,中国天楹,2020-2024,5,4,300867,圣元环保,2020-2024,5,0.7482529480973136
000035,中国天楹,2020-2024,5,5,300614,百川畅银,2021-2024,4,0.7345375427781252
000035,中国天楹,2020-2024,5,6,600475,华光环能,2020-2024,5,0.7146391812560584
000035,中国天楹,2020-2024,5,7,301109,军信股份,2021-2024,4,0.7138396636123904
000035,中国天楹,2020-2024,5,8,603568,伟明环保,2020-2024,5,0.7134758364323488
000035,中国天楹,2020-2024,5,9,603686,福龙马,2020-2024,5,0.7032056740487342
000035,中国天楹,2020-2024,5,10,301175,中科环保,2022-2024,3,0.7027087978076824
000036,华联控股,2020-2024,5,1,002146,荣盛发展,2020-2024,5,0.870510004907035
000036,华联控股,2020-2024,5,2,002244,滨江集团,2020-2024,5,0.797830510240041
000036,华联控股,2020-2024,5,3,000620,新华联,2020-2024,5,0.7435492167004503
000036,华联控股,2020-2024,5,4,000006,深振业A,2020-2024,5,0.6976468425321445
000036,华联控股,2020-2024,5,5,000029,深深房A,2020-2024,5,0.6777479518412375
000036,华联控股,2020-2024,5,6,000732,ST泰禾,2020-2022,3,0.6717924658255091
000036,华联控股,2020-2024,5,7,600743,华远地产,2020-2024,5,0.6684605644247804
000036,华联控股,2020-2024,5,8,002305,南国置业,2020-2024,5,0.6673475468085828
000036,华联控股,2020-2024,5,9,000014,沙河股份,2020-2024,5,0.6612207269288017
000036,华联控股,2020-2024,5,10,000736,中交地产,2020-2024,5,0.6605161983477934
000037,深南电A,2020-2024,5,1,600900,长江电力,2020-2024,5,0.6877327628551501
000037,深南电A,2020-2024,5,2,600995,南网储能,2020-2024,5,0.6856851638439836
000037,深南电A,2020-2024,5,3,000899,赣能股份,2020-2024,5,0.6564625993804774
000037,深南电A,2020-2024,5,4,000600,建投能源,2020-2024,5,0.6500396262439183
000037,深南电A,2020-2024,5,5,600644,乐山电力,2020-2024,5,0.6417893108422349
000037,深南电A,2020-2024,5,6,600116,三峡水利,2020-2024,5,0.635904440494378
000037,深南电A,2020-2024,5,7,001289,龙源电力,2021-2024,4,0.6356532373399407
000037,深南电A,2020-2024,5,8,000543,皖能电力,2020-2024,5,0.6355372926554465
000037,深南电A,2020-2024,5,9,003816,中国广核,2020-2024,5,0.6312297382871894
000037,深南电A,2020-2024,5,10,000883,湖北能源,2020-2024,5,0.6223327963971992
000038,深大通,2020-2021,2,1,002166,莱茵生物,2020-2024,5,0.5664808560487566
000038,深大通,2020-2021,2,2,300957,贝泰妮,2020-2024,5,0.5555827116662758
000038,深大通,2020-2021,2,3,000626,远大控股,2020-2024,5,0.552424193095519
000038,深大通,2020-2021,2,4,600180,瑞茂通,2020-2024,5,0.5190796306252085
000038,深大通,2020-2021,2,5,600223,福瑞达,2020-2024,5,0.5123287846341621
000038,深大通,2020-2021,2,6,600811,东方集团,2020-2023,4,0.5100324186558909
000038,深大通,2020-2021,2,7,002094,青岛金王,2020-2024,5,0.5070657426427385
000038,深大通,2020-2021,2,8,600530,交大昂立,2020-2024,5,0.5068152608524492
000038,深大通,2020-2021,2,9,300138,晨光生物,2020-2024,5,0.5063610385198193
000038,深大通,2020-2021,2,10,300740,水羊股份,2020-2024,5,0.4950061478416543
000039,中集集团,2020-2024,5,1,301039,中集车辆,2021-2024,4,0.6669897668269767
000039,中集集团,2020-2024,5,2,002353,杰瑞股份,2020-2024,5,0.6146384635208388
000039,中集集团,2020-2024,5,3,002483,润邦股份,2020-2024,5,0.5956742791675285
000039,中集集团,2020-2024,5,4,300008,天海防务,2020-2024,5,0.5892508889138673
000039,中集集团,2020-2024,5,5,301559,中集环科,2023-2024,2,0.561474353752407
000039,中集集团,2020-2024,5,6,002639,雪人股份,2020-2024,5,0.5588505483330211
000039,中集集团,2020-2024,5,7,300228,富瑞特装,2020-2024,5,0.5546525585424551
