code,shortname,accper,typrep,总资产利润率ROA,权益资本利润率ROE,息税前利润EBIT,息税折旧摊销前收入EBITDA,投入资本利润率ROIC,营业利润率,销售利润率,EBITDA利润率,总资产盈利能力,应收账款周转率,应收账款周转天数,存货周转率,存货周转天数,应付账款周转率,营运资本周转率,固定资产周转率,总资产周转率,流动比率,速动比率,现金比率,营运资本,利息保障倍数,现金流利息保障倍数,资产负债率,长期负债权益比率,营运资本需求量比率,营运资本周转天数,销售创现率,利润创现率_净利润,利润创现率_息税前利润,总资产创现率,每股分红,总资产负债率,每股收益,每股净资产,市盈率,权益资产比,权益负债比,每股经营现金流,stock_code_norm,company_name,model_level1_code,model_level2_code,model_level3_code,industry_code
2538,司尔特,2023,A,0.020992,0.025918,157736715.6,372252838.7,0.019775,0.051584,0.033515785,0.095127024,0.025246272,68.974098,5.291842,3.432202,106.345722,13.060446,3.373641,2.607277,0.626323,2.225337,1.216747,0.166232,1159939141,,,0.190075,0.047615,0.18565202,108.19171,-0.011969685,-0.35713574,-0.29695049,-0.007496893,0.12,0.190075,0.153657,5.928548,39.308397,0.80992645,4.261076,-0.054876409,2538,司尔特,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2538,司尔特,2024,A,0.049438,0.060375,358939894.1,565540836.8,0.052954,0.091993,0.07282646,0.13205686,0.056897689,79.331614,4.613545,3.778315,96.868578,17.109553,2.698104,3.086805,0.678853,2.733582,1.733205,0.25259,1587246363,,,0.181137,0.043965,0.25160384,135.28018,0.025264086,0.34690806,0.30142888,0.017150607,0.24,0.181137,0.365393,6.052105,15.380697,0.81885999,4.520685,0.12675779,2538,司尔特,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2539,云图控股,2019,A,0.022503,0.0663,456184630.5,1101962980,0.047071,0.034701,0.025350142,0.12774201,0.046943117,22.478644,16.237634,4.496935,81.166394,10.347604,,2.248807,0.887697,0.752287,0.456978,0.074413,-1357033983,2.735979,5.630643,0.660586,0.285355,-0.13964391,,0.10883097,4.2931108,2.0579989,0.096608885,0.15,0.660586,0.216496,3.265382,22.679433,0.33941451,0.513807,0.92944139,2539,云图控股,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2539,云图控股,2020,A,0.049545,0.144039,762687004.4,1443465197,0.079107,0.071014,0.055361543,0.15768138,0.074561551,20.768912,17.622493,4.215963,86.812906,13.044645,,2.503583,0.894941,0.712515,0.419496,0.073835,-1751209273,5.707006,7.470904,0.656029,0.175935,-0.17120112,,0.10906497,1.9700491,1.3090758,0.097606726,0.2,0.656029,0.50173,3.483285,14.729049,0.34397122,0.524323,0.98843277,2539,云图控股,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2539,云图控股,2021,A,0.091134,0.27119,1689945384,2429059805,0.140014,0.102321,0.083041422,0.16304792,0.12449052,36.743069,9.933846,4.448169,82.056235,14.665822,,3.496274,1.097455,0.845504,0.498788,0.096764,-1215670915,9.416551,5.460832,0.663947,0.250864,-0.089552902,,0.065783463,0.79217649,0.57991856,0.072194368,0.4,0.663947,1.224767,4.516265,10.834717,0.33605313,0.506144,0.97023159,2539,云图控股,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2539,云图控股,2022,A,0.079752,0.192251,1896067127,2613978766,0.114323,0.086937,0.072761513,0.12750013,0.10136797,34.398628,10.610888,5.242646,69.621332,13.522205,34.518838,4.370035,1.09607,1.065735,0.698813,0.279423,593929978.4,13.597086,6.187467,0.585169,0.246193,0.031752817,10.573936,0.042085201,0.57839918,0.45505837,0.04612834,0.3,0.585169,1.235167,6.42476,9.002834,0.41483104,0.708909,0.71441954,2539,云图控股,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2539,云图控股,2023,A,0.042592,0.10464,1152472716,1932772830,0.05842,0.046737,0.040110391,0.088792831,0.056221597,54.93274,6.644489,5.941704,61.430189,19.044478,,3.033261,1.06188,0.871056,0.521549,0.132538,-1214005001,8.709839,4.954453,0.592962,0.328391,-0.059223354,,0.030117111,0.75085557,0.56883401,0.031980757,0.2,0.592962,0.722923,6.908672,11.412,0.40703851,0.686448,0.5428108,2539,云图控股,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2539,云图控股,2024,A,0.034641,0.091797,1096789640,2131662744,0.04915,0.044856,0.040194049,0.10458975,0.046378639,46.238944,7.915406,4.731197,77.358859,22.318457,,2.636663,0.861835,0.940628,0.563185,0.109994,-605058716.2,5.938319,3.412975,0.62264,0.508011,-0.025585396,,0.03092883,0.7694878,0.57473749,0.026655542,0.1,0.62264,0.678303,7.389141,11.528777,0.37735993,0.606065,0.52194589,2539,云图控股,L1_002,L1_002_S05,L1_002_S05_S01,L1_002_S05_S01
2540,亚太科技,2019,A,0.072091,0.078343,423813568.3,557212782.4,0.076561,0.118745,0.10251973,0.1578054,0.084401041,3.971441,91.906187,7.959865,45.855049,15.377971,1.231104,2.878675,0.703189,9.118356,8.11188,1.272259,2868168340,434.004853,169.837734,0.079806,0.010268,0.57118607,296.48184,0.046969421,0.45815009,0.39132681,0.03302839,0.240025,0.079806,0.284919,3.636819,14.9516,0.92019176,11.530386,0.13053568,2540,亚太科技,L1_001,L1_001_S06,L1_001_S06_S02,L1_001_S06_S02
2540,亚太科技,2020,A,0.067336,0.077179,424170311.9,578657052.5,0.076441,0.102815,0.089546911,0.14504136,0.079947725,3.688981,99.21439,7.595845,48.184238,11.256246,1.478282,2.693111,0.751961,5.326587,4.62338,0.798638,2698809341,29.903972,-2.264223,0.127534,0.011422,0.50867224,246.90823,-0.0080501,-0.089898132,-0.075716473,-0.00605336,0.220509,0.127534,0.281187,3.643324,18.493031,0.87246329,6.841034,-0.025278185,2540,亚太科技,L1_001,L1_001_S06,L1_001_S06_S02,L1_001_S06_S02
2540,亚太科技,2021,A,0.078078,0.091179,523367403.8,704540907.9,0.087039,0.085464,0.076134242,0.11709622,0.089205876,4.117412,88.647918,8.515851,42.861248,15.18728,2.058642,3.803643,1.025534,4.784201,4.001719,0.810901,2922688018,89.02698,-53.254065,0.143683,0.014061,0.49816045,177.30135,-0.052032471,-0.68343061,-0.59817892,-0.053361077,0.100072,0.143683,0.360544,3.954241,21.356599,0.85631835,5.959776,-0.24640679,2540,亚太科技,L1_001,L1_001_S06,L1_001_S06_S02,L1_001_S06_S02
2540,亚太科技,2022,A,0.105742,0.121235,731713140.6,933907877.6,0.11159,0.113987,0.10028775,0.13878994,0.11465487,3.94168,92.60011,8.624403,42.32177,14.512175,2.029831,4.061046,1.054381,5.244646,4.385738,1.087804,3315020331,,,0.127796,0.006214,0.51944292,179.81793,0.004015956,0.040044326,0.036931254,0.004234348,0.25,0.127796,0.53979,4.452435,9.392539,0.8722046,6.824979,0.021615526,2540,亚太科技,L1_001,L1_001_S06,L1_001_S06_S02,L1_001_S06_S02
2540,亚太科技,2023,A,0.072893,0.098982,618714388.5,840520613.4,0.079602,0.086943,0.079013668,0.11820522,0.080271445,3.352645,108.869266,9.512655,38.36994,16.063758,1.658558,4.231147,0.922534,6.21338,5.440332,1.035142,4287272731,,,0.263578,0.213038,0.55622685,220.07069,0.053369578,0.6754474,0.61335975,0.049235269,0.484999,0.263578,0.449407,4.540276,14.708261,0.73642039,2.793947,0.30355081,2540,亚太科技,L1_001,L1_001_S06,L1_001_S06_S02,L1_001_S06_S02
2540,亚太科技,2024,A,0.057358,0.083164,533593226.2,761262389.1,0.067371,0.068364,0.062262163,0.10242242,0.0661368,3.434802,106.55636,9.942951,36.809997,12.834026,1.986851,3.564687,0.921239,4.274478,3.706663,0.713152,3740882658,16.996199,10.476434,0.310301,0.2446,0.46366784,183.70779,0.044251967,0.71073616,0.61639863,0.040766634,0.359914,0.310301,0.369834,4.448098,16.65212,0.68969798,2.222678,0.2628544,2540,亚太科技,L1_001,L1_001_S06,L1_001_S06_S02,L1_001_S06_S02
2541,鸿路钢构,2019,A,0.043844,0.113227,744932876,982162380.2,0.062369,0.062399,0.051987045,0.091322161,0.058414645,6.411467,56.929249,1.98125,184.227129,7.834626,8.940543,3.666504,0.843358,1.171581,0.507313,0.055996,1202937880,11.142621,13.030222,0.61278,0.162732,0.094329558,40.82526,0.080998033,1.5580426,1.1694037,0.068310298,0.16,0.61278,1.067589,9.428763,9.919549,0.38722017,0.631906,1.6633493,2541,鸿路钢构,L1_014,L1_014_S04,L1_014_S04_S02,L1_014_S04_S02
2541,鸿路钢构,2020,A,0.049304,0.133672,1123846073,1403933053,0.069819,0.076255,0.05940761,0.10437445,0.06934192,8.686437,42.134652,2.024704,180.767164,9.534842,4.069081,3.6027,0.829929,1.439164,0.676168,0.227266,3305642020,11.096389,1.571272,0.631156,0.452026,0.20395993,89.700844,0.011831081,0.19915093,0.14160213,0.009818963,0.229998,0.631156,1.525795,11.414478,23.941625,0.36884445,0.584396,0.3038635,2541,鸿路钢构,L1_014,L1_014_S04,L1_014_S04_S02,L1_014_S04_S02
2541,鸿路钢构,2021,A,0.058751,0.158183,1664745692,2011305441,0.079084,0.077437,0.058935467,0.1030656,0.085039429,9.118015,40.030643,2.272909,160.587159,21.176129,4.266873,4.127638,0.996866,1.536512,0.656685,0.086041,4573562187,10.9091,-1.32358,0.62859,0.519993,0.23362915,85.54274,-0.010350107,-0.17561762,-0.12132806,-0.010317669,0.33,0.62859,2.16685,13.69838,24.708679,0.37141031,0.590863,-0.38053706,2541,鸿路钢构,L1_014,L1_014_S04,L1_014_S04_S02,L1_014_S04_S02
2541,鸿路钢构,2022,A,0.05647,0.140763,1632695240,2056846050,0.078139,0.071011,0.058579978,0.10363156,0.079297617,9.37631,38.927894,2.109074,173.061732,23.834835,4.283962,3.37957,0.963973,1.578717,0.543992,0.022467,4633019871,7.20564,2.74713,0.598832,0.523493,0.22501899,85.2015,0.031361882,0.53536856,0.38124722,0.030231997,0.260001,0.598832,1.685011,11.970565,17.382673,0.4011682,0.669916,0.90210199,2541,鸿路钢构,L1_014,L1_014_S04,L1_014_S04_S02,L1_014_S04_S02
2541,鸿路钢构,2023,A,0.050648,0.128269,1665811768,2218720037,0.069361,0.059563,0.050099958,0.094256707,0.071542308,8.661726,42.139407,2.484682,146.900086,56.584881,4.252193,3.21662,1.010944,1.663364,0.654471,0.027222,5535760722,5.994619,3.95054,0.605141,0.624895,0.23774661,85.838058,0.046636999,0.930879,0.6590144,0.047147412,0.52,0.605141,1.709116,13.324439,12.714178,0.39485893,0.652508,1.5909802,2541,鸿路钢构,L1_014,L1_014_S04,L1_014_S04_S02,L1_014_S04_S02
2541,鸿路钢构,2024,A,0.030596,0.080328,1154402711,1870835910,0.047405,0.03858,0.03589553,0.086957544,0.045735028,6.16042,59.411534,2.154093,169.909099,45.01066,3.660353,2.818639,0.852354,1.626318,0.672019,0.051078,5877673107,3.551583,1.764185,0.619117,0.649341,0.23286115,99.717155,0.026653301,0.74252427,0.49673194,0.022718048,0.359999,0.619117,1.11921,13.932945,16.020227,0.38088274,0.615204,0.83104062,2541,鸿路钢构,L1_014,L1_014_S04,L1_014_S04_S02,L1_014_S04_S02
2542,中化岩土,2019,A,0.027427,0.059574,420884729,624207773.3,0.054303,0.070631,0.060257129,0.15223545,0.046721932,1.447272,252.198619,1.545249,236.207886,2.400603,1.888976,3.241348,0.455167,1.5197,1.016626,0.179552,2170635918,3.215252,1.128136,0.539615,0.165,0.24095979,193.22638,0.036016066,0.59770626,0.35087019,0.016393332,0.02,0.539615,0.13684,2.296965,27.331211,0.46038395,0.853173,0.081790127,2542,中化岩土,L1_014,L1_014_S02,L1_014_S02_S01,L1_014_S02_S01
2542,中化岩土,2020,A,0.015955,0.041264,366075687.3,596922649.9,0.04437,0.038263,0.02987718,0.10541157,0.034522682,1.297729,282.031148,43.377658,8.437523,2.114177,1.801481,5.088059,0.534027,1.6095,1.588779,0.214011,3143403891,2.188499,-1.243228,0.613337,0.328385,0.29643798,202.61107,-0.036723621,-1.2291528,-0.56807333,-0.019611415,0.03,0.613337,0.093703,2.270824,32.869796,0.3866632,0.630425,-0.11517531,2542,中化岩土,L1_014,L1_014_S02,L1_014_S02_S01,L1_014_S02_S01
2542,中化岩土,2021,A,-0.03103,-0.085523,-178874828.5,6450707.8,-0.01915,-0.069694,-0.060851794,0.001246782,-0.017629469,1.206226,302.596694,53.665873,6.801343,2.199684,1.883443,5.170348,0.509926,1.548061,1.530699,0.167288,2747036270,-1.009261,1.21535,0.637175,0.394614,0.27074122,193.79402,0.04163228,-0.68415862,-1.2041976,0.021229364,,0.637175,-0.174394,2.039148,,0.36282495,0.569429,0.11931316,2542,中化岩土,L1_014,L1_014_S02,L1_014_S02_S01,L1_014_S02_S01
2542,中化岩土,2022,A,-0.082983,-0.235275,-685074432.7,-488830927.6,-0.098079,-0.359657,-0.32317159,-0.22456719,-0.080812871,0.643997,566.772827,19.72986,18.499878,1.191135,1.613062,2.44319,0.256776,1.276863,1.254305,0.083125,1349464034,-5.596562,2.450667,0.647295,0.205082,0.15918572,226.27773,0.13781241,-0.42643726,-0.43788785,0.035386976,,0.647295,-0.389597,1.655919,,0.35270506,0.544891,0.16613868,2542,中化岩土,L1_014,L1_014_S02,L1_014_S02_S01,L1_014_S02_S01
2542,中化岩土,2023,A,-0.090101,-0.333748,-780432023,-634393341.1,-0.118991,-0.340882,-0.29743728,-0.25108501,-0.093569174,0.761932,479.045374,56.304383,6.482621,1.222358,1.373991,2.381814,0.302925,1.432184,1.421694,0.173496,1838882313,-7.787407,0.86974,0.730032,0.81454,0.22047108,265.64948,0.034497995,-0.1159841,-0.11168545,0.010450315,,0.730032,-0.416197,1.247038,,0.26996747,0.369803,0.048272233,2542,中化岩土,L1_014,L1_014_S02,L1_014_S02_S01,L1_014_S02_S01
2542,中化岩土,2024,A,-0.229899,-1.683971,-1393586495,-1269830830,-0.376534,-0.956241,-0.90937895,-0.82989877,-0.23025279,0.759656,481.797024,62.724771,5.835015,0.875028,,1.734502,0.252809,0.95962,0.952716,0.087692,-165349739.5,-11.998062,5.307439,0.863478,1.369071,-0.02731961,,0.40289056,-0.44303924,-0.44235802,0.10185417,,0.863478,-0.770406,0.457494,,0.13652176,0.158107,0.3413201,2542,中化岩土,L1_014,L1_014_S02,L1_014_S02_S01,L1_014_S02_S01
2543,万和电气,2019,A,0.087413,0.155667,753343858,926967136.8,0.127837,0.113908,0.097862922,0.14903703,0.10818872,7.847268,46.513003,3.218509,113.406549,3.874517,8.630846,5.511359,0.893221,1.242694,0.808381,0.226879,720637382.2,30.061215,32.516443,0.438461,0.021428,0.10349169,42.290176,0.13101457,1.338756,1.0816743,0.11702495,0.33,0.438461,0.818557,5.258377,11.691305,0.56153905,1.280704,1.0958481,2543,万和电气,L1_029,L1_029_S02,L1_029_S02_S04,L1_029_S02_S04
2543,万和电气,2020,A,0.078395,0.15032,769709618.9,949258217,0.129747,0.116843,0.097590573,0.15140307,0.09861882,7.150643,51.184208,3.438745,106.434179,3.290929,12.991684,6.029201,0.803309,1.133731,0.774064,0.291051,482596580.6,13.518013,21.192196,0.478477,0.030896,0.061832543,28.094894,0.19245994,1.9721161,1.5677005,0.15460478,0.33,0.478477,0.822845,5.473952,10.147716,0.52152324,1.089963,1.6227458,2543,万和电气,L1_029,L1_029_S02,L1_029_S02_S04,L1_029_S02_S04
2543,万和电气,2021,A,0.043909,0.088983,451896288,609914184.7,0.069166,0.056505,0.047412124,0.081028692,0.05559928,8.641845,42.236351,3.797853,96.106932,4.225626,9.374828,7.884583,0.926105,1.209614,0.813953,0.291489,802909513.1,12.379629,11.236464,0.506549,0.071477,0.098786362,38.934048,0.05449177,1.1493214,0.90765762,0.050465111,0.33,0.506549,0.479932,5.39355,15.77306,0.49345189,0.974145,0.55159616,2543,万和电气,L1_029,L1_029_S02,L1_029_S02_S04,L1_029_S02_S04
2543,万和电气,2022,A,0.07975,0.127264,525988156.8,681691248.2,0.085948,0.094055,0.082913034,0.10285313,0.076332986,9.415688,38.765091,5.257088,69.430072,6.156832,4.459765,7.298304,0.961848,1.639338,1.243764,0.613754,1486134948,,,0.373352,0.057472,0.21567237,81.84288,0.12300646,1.48356,1.5499659,0.11831352,0.400001,0.373352,0.739016,5.806949,11.52885,0.62664884,1.678438,1.0963745,2543,万和电气,L1_029,L1_029_S02,L1_029_S02_S04,L1_029_S02_S04
2543,万和电气,2023,A,0.067674,0.125177,636649430.2,782765410.5,0.0845,0.106589,0.093095049,0.12824246,0.075822145,7.100376,51.405728,5.082893,71.809499,4.062611,4.008955,7.460785,0.726935,1.401328,1.184961,0.600235,1522539635,,,0.459372,0.01397,0.18132778,91.046173,0.2123042,2.2805102,2.0354388,0.15433134,0.4,0.459372,0.764165,6.104693,11.672876,0.54062819,1.176887,1.7426862,2543,万和电气,L1_029,L1_029_S02,L1_029_S02_S04,L1_029_S02_S04
2543,万和电气,2024,A,0.074862,0.138337,704038192.6,846221470.2,0.093097,0.104793,0.08957047,0.11525778,0.080145799,6.073724,60.259571,5.005794,73.115274,3.897078,4.976826,7.997263,0.835792,1.370957,1.105624,0.442707,1475235228,,,0.458841,0.011324,0.16793679,73.339912,0.084156565,0.93955702,0.87761807,0.070337407,0.44,0.458841,0.884381,6.392949,11.578724,0.5411607,1.179406,0.83092636,2543,万和电气,L1_029,L1_029_S02,L1_029_S02_S04,L1_029_S02_S04
2544,杰赛科技,2019,A,0.006651,0.023475,162267460.3,285671630.7,0.029567,0.012815,0.008211805,0.045882132,0.021109916,1.825597,199.934597,4.756839,76.731628,1.95745,3.843057,9.474185,0.809988,1.322953,1.109099,0.251174,1620118081,1.969427,-0.372824,0.716657,0.225999,0.21076658,94.976471,-0.004933687,-0.60080427,-0.18930571,-0.003996227,0.033,0.716657,0.089517,3.813302,152.149544,0.2833423,0.395367,-0.053782195,2544,普天科技,L1_003,L1_003_S03,L1_003_S03_S01,L1_003_S03_S01
2544,杰赛科技,2020,A,0.011728,0.029413,212109610.3,326431028.3,0.031563,0.02203,0.016946033,0.051852174,0.023318736,2.073587,176.505736,4.3623,83.900695,1.885598,2.043688,9.903462,0.6921,1.615012,1.378159,0.551052,3080420026,2.923464,5.017679,0.601255,0.126927,0.33865273,178.59869,0.057828389,3.412503,1.7163473,0.040023051,0.083938,0.601255,0.184573,5.307942,107.478969,0.39874476,0.663187,0.62985593,2544,普天科技,L1_003,L1_003_S03,L1_003_S03_S01,L1_003_S03_S01
2544,杰赛科技,2021,A,0.018088,0.042304,198249314.2,315962120,0.034808,0.026363,0.024066856,0.048219111,0.022738436,2.166015,168.512222,3.970752,91.922135,1.962654,2.090508,10.788466,0.751562,1.692729,1.396234,0.475662,3134468981,7.557419,7.450475,0.572438,0.125033,0.35951158,174.59871,0.029826777,1.2393301,0.98584914,0.022416668,0.104,0.572438,0.230829,5.456398,102.846642,0.42756239,0.746915,0.28607333,2544,普天科技,L1_003,L1_003_S03,L1_003_S03_S01,L1_003_S03_S01
2544,普天科技,2022,A,0.02292,0.057791,273169289,396257526.4,0.044771,0.034775,0.031834021,0.056003977,0.027797084,1.657421,220.221658,4.525821,80.648351,1.589142,2.328248,11.935894,0.719989,1.533677,1.311376,0.388777,3038991538,10.863774,9.070478,0.603395,0.060367,0.30924085,156.77025,0.032234628,1.0125841,0.83492881,0.023208586,0.1565,0.603395,0.329932,5.709059,50.889351,0.39660507,0.657289,0.33408388,2544,普天科技,L1_003,L1_003_S03,L1_003_S03_S01,L1_003_S03_S01
2544,普天科技,2023,A,0.001878,0.004978,25922776.98,120390697.7,0.005471,0.001886,0.003499516,0.022037169,0.002547061,1.359714,268.438804,3.442162,106.038008,1.21038,2.146289,9.208738,0.536778,1.406935,1.197026,0.345778,2545358401,2.181788,24.177458,0.622681,0.021459,0.25009602,170.06097,0.052582644,15.02569,11.081487,0.028225224,0.0261,0.622681,0.028007,5.625673,725.529055,0.37731862,0.605958,0.4208245,2544,普天科技,L1_003,L1_003_S03,L1_003_S03_S01,L1_003_S03_S01
2544,普天科技,2024,A,0.00025,0.000647,4942251.57,104744697.3,-0.000108,0.001726,0.000498237,0.021064525,0.000499536,1.364688,268.193169,3.049571,120.016881,1.20912,2.02459,8.574693,0.5026,1.416385,1.187335,0.320919,2456084798,,,0.613199,0.043951,0.24824797,180.28342,0.01133827,22.75679,11.407812,0.005698618,0.008301,0.613199,0.003641,5.62336,5886.480808,0.3868008,0.630793,0.082857475,2544,普天科技,L1_003,L1_003_S03,L1_003_S03_S01,L1_003_S03_S01
2545,东方铁塔,2019,A,0.025549,0.03908,419064032.3,686266931.9,0.032739,0.145511,0.11577467,0.26334888,0.035487417,4.284522,85.190367,1.558271,234.233968,3.815849,2.207549,0.99249,0.220676,1.514184,0.98245,0.152122,1180459820,8.342517,8.218671,0.346251,0.232257,0.099964365,165.34174,0.15842484,1.3683895,0.98515475,0.034960598,0.08,0.346251,0.242512,6.205471,31.132491,0.65374857,1.888075,0.33185086,2545,东方铁塔,L1_002,L1_002_SNEW02,L1_002_SNEW02_S02,L1_002_SNEW02_S02
2545,东方铁塔,2020,A,0.026257,0.039425,452361063.6,738424232.6,0.036355,0.127137,0.11655105,0.27850485,0.038435616,5.188368,70.542413,2.842732,128.749386,5.863408,1.715335,1.136664,0.22528,1.675393,1.347509,0.361039,1545696601,4.815267,2.411222,0.33401,0.209546,0.13133271,212.78642,0.085433632,0.73301464,0.50074524,0.019246453,0.1,0.33401,0.248398,6.300533,30.918177,0.66599178,1.993926,0.18207937,2545,东方铁塔,L1_002,L1_002_SNEW02,L1_002_SNEW02_S02,L1_002_SNEW02_S02
2545,东方铁塔,2021,A,0.034304,0.050436,566262107.2,825728138.8,0.042603,0.180782,0.14438203,0.29683739,0.048365366,5.650856,64.591984,1.770786,206.123157,7.229861,1.316311,1.303244,0.237594,2.070369,1.478984,0.620425,2113294413,8.496522,6.115752,0.319845,0.222319,0.18049991,277.2901,0.14652362,1.0148329,0.71979475,0.034813136,0.25,0.319845,0.322842,6.401018,28.249141,0.68015641,2.126517,0.32763067,2545,东方铁塔,L1_002,L1_002_SNEW02,L1_002_SNEW02_S02,L1_002_SNEW02_S02
2545,东方铁塔,2022,A,0.063035,0.097038,1090399375,1378882029,0.069407,0.298192,0.22724371,0.38131657,0.083644152,6.793479,53.727994,2.166253,168.493708,5.140042,1.815991,1.690916,0.27739,1.701357,1.325062,0.534901,1991258776,75.974213,22.530613,0.350409,0.204157,0.15274875,200.99219,0.089423351,0.39351299,0.29655606,0.024805179,0.41,0.350409,0.660528,6.806878,12.550565,0.64959109,1.853808,0.25992638,2545,东方铁塔,L1_002,L1_002_SNEW02,L1_002_SNEW02_S02,L1_002_SNEW02_S02
2545,东方铁塔,2023,A,0.0488,0.073857,816260553,1228671683,0.054829,0.204073,0.15826774,0.30682918,0.062851071,7.996035,45.647624,3.872635,94.251072,4.572801,2.205239,1.506748,0.308335,1.667631,1.390866,0.671378,1815865070,112.315628,149.038854,0.339269,0.196514,0.1398194,165.51494,0.27048859,1.709057,1.3269645,0.083401136,0.3,0.339269,0.509436,6.897611,14.035132,0.66072893,1.947512,0.87065512,2545,东方铁塔,L1_002,L1_002_SNEW02,L1_002_SNEW02_S02,L1_002_SNEW02_S02
2545,东方铁塔,2024,A,0.041503,0.063229,627534464,1135039416,0.041842,0.163217,0.13425837,0.27049506,0.046230167,8.756669,41.796715,4.807386,76.132851,4.824852,1.756084,1.690121,0.309129,1.826485,1.607235,0.68762,2389495485,,,0.343608,0.198995,0.17603301,207.84883,0.27347007,2.0368941,1.8286215,0.084537476,0.3,0.343608,0.452846,7.161979,15.524027,0.65639192,1.910289,0.92239928,2545,东方铁塔,L1_002,L1_002_SNEW02,L1_002_SNEW02_S02,L1_002_SNEW02_S02
2546,新联电子,2019,A,0.048305,0.054652,187245771.8,235528375.9,0.051705,0.255419,0.23100345,0.32717404,0.054390647,2.435863,149.844224,4.238294,86.119557,4.582769,0.280534,3.157936,0.209111,7.610428,7.31825,1.0962,2566133548,3471.754333,3053.179461,0.116133,0.003814,0.74540359,1301.0901,0.22874466,0.9902218,0.87943417,0.047832996,0.014,0.116133,0.199384,3.648239,20.814062,0.88386852,7.610842,0.19743438,2546,新联电子,L1_008,L1_008_S01,L1_008_S01_S03,L1_008_S01_S03
2546,新联电子,2020,A,0.051693,0.056335,208188128.3,250529825.4,0.054342,0.357199,0.31566122,0.43576321,0.059300955,3.091465,118.390472,4.948011,73.969116,5.814126,0.208486,2.82679,0.163763,10.961274,10.68477,0.76947,2757604978,435.699376,314.202943,0.082384,0.003847,0.78548479,1750.717,0.2611382,0.82727361,0.72114617,0.04276466,0.12,0.082384,0.21759,3.862459,19.164504,0.91761643,11.138352,0.18000647,2546,新联电子,L1_008,L1_008_S01,L1_008_S01_S03,L1_008_S01_S03
2546,新联电子,2021,A,0.061062,0.066319,249594156.3,292059881.6,0.064253,0.531951,0.47478664,0.62832421,0.069058754,2.524369,144.590589,3.00529,121.452505,4.104955,0.180343,3.296337,0.128609,10.302779,9.933059,1.047251,2577442380,526.265926,59.145981,0.079272,0.002838,0.71313757,2023.9211,0.060348473,0.12710652,0.11238801,0.007761376,0.12,0.079272,0.264603,3.98984,15.872828,0.92072552,11.614809,0.033632766,2546,新联电子,L1_008,L1_008_S01,L1_008_S01_S03,L1_008_S01_S03
2546,新联电子,2022,A,0.002374,0.002656,-4125957.87,31710186.34,0.002568,-0.009578,0.013863705,0.051088501,-0.001138406,3.472668,105.106506,2.171903,168.055387,4.659707,0.23407,4.702136,0.171257,8.104324,7.602448,0.794488,2651738826,-19.753254,540.704761,0.106133,0.00352,0.73164982,1559.3625,0.18195781,13.124761,-27.372948,0.031161537,0.119997,0.106133,0.010317,3.884264,352.807705,0.89387071,8.422132,0.13540816,2546,新联电子,L1_008,L1_008_S01,L1_008_S01_S03,L1_008_S01_S03
2546,新联电子,2023,A,0.016666,0.018561,48193210.59,79462110.18,0.017387,0.076641,0.095953718,0.12847604,0.013533498,4.841147,75.395356,1.967492,185.515367,7.129756,0.221165,5.211011,0.173685,8.950846,8.348966,0.896127,2796541708,,,0.102115,0.003723,0.7853179,1650.3516,-0.00941075,-0.098075934,-0.12077481,-0.001634506,0.119999,0.102115,0.071155,3.833585,70.268692,0.89788371,8.792917,-0.006978593,2546,新联电子,L1_008,L1_008_S01,L1_008_S01_S03,L1_008_S01_S03
2546,新联电子,2024,A,0.071632,0.079066,301060890.2,330924772.1,0.075125,0.392328,0.34547877,0.43170288,0.081432395,3.931551,93.093031,2.937011,124.616489,6.304966,0.254419,7.26983,0.207342,9.857705,9.364996,0.688652,3012971382,,,0.094024,0.002227,0.81496292,1434.6412,0.32243276,0.93329251,0.82097352,0.066853836,0.12,0.094024,0.317522,4.015895,13.636842,0.90597767,9.635611,0.29634088,2546,新联电子,L1_008,L1_008_S01,L1_008_S01_S03,L1_008_S01_S03
2547,春兴精工,2019,A,0.003923,0.010876,151373145.5,433988477.6,0.019826,0.007847,0.004350774,0.059764415,0.018794293,4.14011,88.161909,6.685419,54.596428,4.040785,,4.017275,0.901597,0.928529,0.733916,0.042427,-358230971.3,1.630065,5.952622,0.639314,0.047127,-0.044477493,,0.076123163,17.496468,3.6517708,0.068632454,0,0.639314,0.028007,2.575258,293.495148,0.36068529,0.564176,0.49002352,2547,春兴精工,L1_003,L1_003_S03,L1_003_S03_S05,L1_003_S03_S05
