code,shortname,accper,typrep,总资产利润率ROA,权益资本利润率ROE,息税前利润EBIT,息税折旧摊销前收入EBITDA,投入资本利润率ROIC,营业利润率,销售利润率,EBITDA利润率,总资产盈利能力,应收账款周转率,应收账款周转天数,存货周转率,存货周转天数,应付账款周转率,营运资本周转率,固定资产周转率,总资产周转率,流动比率,速动比率,现金比率,营运资本,利息保障倍数,现金流利息保障倍数,资产负债率,长期负债权益比率,营运资本需求量比率,营运资本周转天数,销售创现率,利润创现率_净利润,利润创现率_息税前利润,总资产创现率,每股分红,总资产负债率,每股收益,每股净资产,市盈率,权益资产比,权益负债比,每股经营现金流,stock_code_norm,company_name,model_level1_code,model_level2_code,model_level3_code,industry_code
600742,一汽富维,2022,A,0.040964,0.088128,827685427.8,1450812170,0.057878,0.044785,0.041374978,0.072643608,0.04103161,6.231585,58.572578,31.89295,11.444536,3.188927,7.83749,6.432334,0.990073,1.255854,1.199045,0.50252,2548219367,,,0.535176,0.089144,0.12632522,46.571033,0.037263788,0.90063584,0.89915693,0.036893856,0.25,0.535176,1.119722,12.705577,7.466137,0.46482441,0.868546,1.0084618,600742,一汽富维,L1_001,L1_001_S01,L1_001_S01_S01,L1_001_S01_S01
600742,一汽富维,2023,A,0.034279,0.078763,843356049.2,1488453308,0.050492,0.043722,0.036840573,0.071679123,0.037789378,5.638408,64.734585,39.595338,9.218257,2.873554,7.598837,6.350173,0.930468,1.238963,1.197749,0.577305,2732721656,,,0.564784,0.120321,0.1224487,48.033665,0.10221346,2.7744808,2.5167475,0.095106326,0.25,0.564784,1.029547,13.071454,9.275923,0.43521592,0.77059,2.8564584,600742,一汽富维,L1_001,L1_001_S01,L1_001_S01_S01,L1_001_S01_S01
600742,一汽富维,2024,A,0.03238,0.074598,989055258.8,1683456468,0.048291,0.052895,0.038166571,0.085731834,0.042731561,5.153297,71.022493,36.748203,9.959671,2.699756,4.526173,6.076389,0.848375,1.365752,1.325594,0.73261,4338390272,,,0.565943,0.123188,0.18743765,80.642082,0.079134099,2.0733879,1.5710965,0.067135409,0.25,0.565943,1.008603,13.520597,8.774513,0.43405604,0.766962,2.0912251,600742,一汽富维,L1_001,L1_001_S01,L1_001_S01_S01,L1_001_S01_S01
600743,华远地产,2019,A,0.012136,0.076746,1172876654,1235561960,0.023378,0.135418,0.095622763,0.16647851,0.020056298,207.786905,1.756607,0.125542,2907.393542,2.112334,0.402795,4.052373,0.126913,1.535658,0.289354,0.186666,18425604686,6.816852,-24.728209,0.841871,1.604134,0.31507951,906.16815,-0.57326418,-5.99506,-3.6275115,-0.07275445,0.12,0.841871,0.302497,3.941552,8.231489,0.15812927,0.187831,-1.8134875,600743,华远地产,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600743,华远地产,2020,A,0.00454,0.0293,454315064.3,531477742.2,0.002875,0.085174,0.036198366,0.068748966,0.007370852,182.283866,2.007857,0.126546,2892.228913,1.660091,0.461882,4.411798,0.125424,1.4175,0.307617,0.177523,16737399340,,,0.845048,1.256077,0.2715492,790.24512,0.81680673,22.564741,13.898921,0.10244689,0.06,0.845048,0.119278,4.070885,18.192757,0.15495156,0.183364,2.6914771,600743,华远地产,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600743,华远地产,2021,A,-0.016954,-0.091443,-468761193,-408342159.9,-0.02954,-0.048832,-0.069646232,-0.02982053,-0.008333263,334.818615,1.090142,0.276908,1318.12732,3.510039,0.757016,8.081303,0.243429,1.522046,0.341802,0.228034,18088544387,-4.371734,68.521635,0.814595,1.071317,0.32156375,482.15625,0.53655809,-7.7040505,-15.673787,0.1306138,,0.814595,-0.406499,4.445397,,0.18540458,0.227603,3.1316888,600743,华远地产,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600743,华远地产,2022,A,-0.113535,-0.803429,-4604626899,-4547961959,-0.24522,-0.431361,-0.46213245,-0.41631472,-0.10355296,265.821812,1.3731,0.315242,1157.840643,3.124783,0.782336,6.674991,0.245676,1.512721,0.33452,0.184997,13963740125,-33.439975,13.117395,0.858687,1.742314,0.31402904,466.55145,0.16534118,-0.35777876,-0.39226687,0.040620398,,0.858687,-2.151864,2.678351,,0.141313,0.164569,0.76989126,600743,华远地产,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600743,华远地产,2023,A,-0.046771,-0.40841,-691160944.5,-640021343.6,-0.075634,-0.054062,-0.089401454,-0.040035229,-0.022618148,1738.284934,0.209977,0.815171,447.758814,3.606074,,10.141839,0.523155,0.989757,0.247441,0.100284,-230521723.4,-3.767068,0.409148,0.885481,1.300925,-0.007543793,,0.004695737,-0.052524161,-0.10861172,0.002456596,,0.885481,-0.609186,1.491603,,0.11451907,0.12933,0.031996984,600743,华远地产,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600743,华远地产,2024,A,-0.681105,-2.138934,-726850959.7,-676861585.8,-0.432938,-0.290302,-0.30928281,-0.14621164,-0.34576893,282.499186,1.295579,17.0703,21.440748,61.05243,7.098759,4.666096,2.202209,3.818769,2.829019,0.836976,652131983.8,-1.200602,-3.169125,0.681568,1.794765,0.3102245,51.417439,-0.41444579,1.3400221,2.6396132,-0.91269624,,0.681568,-0.610277,0.285318,,0.31843179,0.467206,-0.81778467,600743,华远地产,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600744,华银电力,2019,A,0.001115,0.007386,634480094.6,684465547.9,0.036443,0.006644,0.002400882,0.076109543,0.032769907,3.873058,94.240778,9.102944,40.096918,4.968917,,0.852074,0.464483,0.465944,0.384998,0.059702,-5865745367,1.134058,2.315888,0.849014,1.866001,-0.30295661,,0.14407472,60.009083,2.0421247,0.066920236,0,0.849014,0.012122,1.641287,211.179089,0.15098579,0.177837,0.72743011,600744,华银电力,L1_015,L1_015_S01,L1_015_S01_S01,L1_015_S01_S01
600744,华银电力,2020,A,0.002166,0.013213,579503997.5,1866608872,0.035305,0.012456,0.00473998,0.22609992,0.03206959,4.675944,78.272965,13.080168,27.981292,5.826158,,0.793367,0.456867,0.564482,0.495724,0.160078,-3579294417,1.186717,4.866477,0.836106,2.326481,-0.19807717,,0.28785312,60.728764,4.1007891,0.13151063,0,0.836106,0.02197,1.662773,141.099829,0.1638944,0.196021,1.334211,600744,华银电力,L1_015,L1_015_S01,L1_015_S01_S01,L1_015_S01_S01
600744,华银电力,2021,A,-0.115114,-3.444981,-1747203491,-823968990,-0.115151,-0.22621,-0.23782113,-0.085800499,-0.088064708,4.057046,89.966937,9.583649,38.085702,4.153255,,1.162468,0.484038,0.507402,0.41044,0.080645,-5717940853,-3.420374,-1.74983,0.966585,11.417516,-0.28820273,,-0.093077503,0.39137611,0.51159024,-0.04505305,,0.966585,-1.282263,0.372212,,0.033415124,0.03457,-0.50184709,600744,华银电力,L1_015,L1_015_S01,L1_015_S01_S01,L1_015_S01_S01
600744,华银电力,2022,A,0.001934,0.027546,637800791.2,1613541975,0.032563,0.005039,0.004281259,0.16630274,0.029701367,7.335722,49.75652,17.946594,20.338121,5.680482,,0.993028,0.451827,0.641114,0.582599,0.216499,-3326222741,1.137307,1.084055,0.929777,7.094137,-0.15489689,,0.062658176,14.635454,0.95317698,0.028310658,0,0.929777,0.020451,0.742424,204.879327,0.070223041,0.075527,0.29930967,600744,华银电力,L1_015,L1_015_S01,L1_015_S01_S01,L1_015_S01_S01
600744,华银电力,2023,A,-0.007271,-0.095768,358568750,1453182068,0.014971,-0.01521,-0.017601198,0.14621237,0.014903266,5.439468,67.10215,16.348269,22.326523,5.201062,,0.77379,0.41309,0.467548,0.407269,0.070627,-5110838478,0.726182,3.206407,0.924078,6.916654,-0.21242282,,0.1592977,-9.0503893,4.4154301,0.065804325,,0.924078,-0.086127,0.899336,,0.07592196,0.08216,0.7794829,600744,华银电力,L1_015,L1_015_S01,L1_015_S01_S01,L1_015_S01_S01
600744,华银电力,2024,A,-0.003667,-0.058376,416793174.8,1669069144,0.015095,-0.019513,-0.012328085,0.19992931,0.01484915,4.798736,76.270084,14.238861,25.704303,4.401704,,0.598937,0.297426,0.50672,0.457567,0.202339,-5590233063,0.856035,3.622966,0.937188,8.492563,-0.19916402,,0.21129809,-17.13957,4.232265,0.062845536,,0.937188,-0.050671,0.868009,,0.062811859,0.067022,0.86847919,600744,华银电力,L1_015,L1_015_S01,L1_015_S01_S01,L1_015_S01_S01
600745,闻泰科技,2019,A,0.021178,0.064389,2029420157,2680336748,0.043348,0.036957,0.033174526,0.064465009,0.031158691,2.965219,123.093775,6.567036,55.58063,2.355582,,8.123163,0.63837,0.992102,0.809354,0.207175,-245384797.5,3.647968,8.304709,0.671098,0.590092,-0.003767514,,0.11111687,3.3494637,2.2765298,0.070933692,0.149999,0.671098,1.22713,19.058111,75.379114,0.32890192,0.490095,4.1102276,600745,闻泰科技,L1_018,L1_018_S02,L1_018_S02_S01,L1_018_S02_S01
600745,闻泰科技,2020,A,0.041068,0.084597,3503918047,5132944666,0.073076,0.051796,0.047568485,0.099270537,0.058505356,8.05765,45.422673,7.147661,51.205562,3.684208,14.983757,9.469409,0.863352,1.160671,0.875079,0.356582,3450845375,4.110928,7.760337,0.514539,0.321185,0.057619195,24.359713,0.12792294,2.6892369,1.8877335,0.11044252,0.164999,0.514539,1.975686,23.354182,50.109178,0.48546046,0.943486,5.3130875,600745,闻泰科技,L1_018,L1_018_S02,L1_018_S02_S01,L1_018_S02_S01
600745,闻泰科技,2021,A,0.034625,0.072804,3354187848,5083370447,0.050599,0.055911,0.047657508,0.096406229,0.046216287,5.671259,64.359607,7.017159,52.015353,3.881018,7.848627,6.479689,0.726531,1.283141,1.017671,0.474121,6718200680,8.786135,4.581942,0.524415,0.415241,0.09256795,46.504948,0.033173591,0.69608319,0.52149695,0.024101652,0.2038,0.524415,2.016446,27.696781,64.122704,0.47558579,0.906887,1.4036142,600745,闻泰科技,L1_018,L1_018_S02,L1_018_S02_S01,L1_018_S02_S01
600745,闻泰科技,2022,A,0.017735,0.037147,2667710862,5169618647,0.031637,0.036369,0.02341816,0.089010581,0.034785733,7.022565,51.975311,4.691387,77.802151,3.965453,18.407628,5.518938,0.75732,1.118286,0.738431,0.295156,3155142959,4.759624,2.968814,0.522571,0.366039,0.041141625,19.828735,0.028650505,1.2234311,0.62374973,0.021697592,0,0.522571,1.091268,29.377049,48.18247,0.47742951,0.913615,1.3350912,600745,闻泰科技,L1_018,L1_018_S02,L1_018_S02_S01,L1_018_S02_S01
600745,闻泰科技,2023,A,0.012559,0.025665,2550390930,5351985460,0.025208,0.03248,0.015791969,0.087432452,0.033135749,6.719894,54.316333,4.847789,75.292056,4.033886,29.162895,5.487946,0.795302,1.075915,0.692672,0.203885,2098996053,4.47381,10.216895,0.510633,0.309382,0.027271036,12.515904,0.095149361,6.0251737,2.2837124,0.075672515,0.125,0.510633,0.777811,30.306828,54.396244,0.48936847,0.958355,4.6864467,600745,闻泰科技,L1_018,L1_018_S02,L1_018_S02_S01,L1_018_S02_S01
600745,闻泰科技,2024,A,-0.038117,-0.082029,-1455462025,1458952692,-0.040593,-0.025585,-0.038831823,0.01982327,-0.019411979,6.607909,55.388172,7.685606,47.621489,5.309333,23.014337,6.58622,0.981601,1.115257,0.803837,0.287376,3197918976,-3.195008,9.860475,0.535318,0.355644,0.042651705,15.859679,0.061032455,-1.5717123,-3.0862129,0.059909504,,0.535318,-2.296371,27.994677,,0.46468186,0.868049,3.6092346,600745,闻泰科技,L1_018,L1_018_S02,L1_018_S02_S01,L1_018_S02_S01
600746,江苏索普,2019,A,-0.001576,-0.002312,-9203532.81,35130157.89,-0.001883,-0.015352,-0.009545977,0.059489351,-0.002573273,11.358667,32.134052,1.982648,184.097228,3.735835,,0.272885,0.16511,0.809399,0.540672,0.141716,-191858025.7,-14.019252,47.356441,0.318382,0.054198,-0.053642787,,0.052646309,-5.5150256,-3.3779578,0.008692409,,0.318382,-0.018397,2.441901,,0.68161678,2.140881,0.10145993,600746,江苏索普,L1_002,L1_002_S04,L1_002_S04_S02,L1_002_S04_S02
600746,江苏索普,2020,A,0.06488,0.078479,321810610.4,655162274.6,0.079482,0.080184,0.060948569,0.17263174,0.090265594,88.565179,4.13255,10.418022,35.131429,18.597332,16.19943,1.810978,1.064511,1.406447,0.872874,0.3345,234276375,14.524897,34.030475,0.17328,0.014035,0.065712862,22.531656,0.19866762,3.2595944,2.3429065,0.21148384,0.17,0.17328,0.220641,2.811455,28.598496,0.82671958,4.771018,0.71920013,600746,江苏索普,L1_002,L1_002_S04,L1_002_S04_S02,L1_002_S04_S02
600746,江苏索普,2021,A,0.338541,0.390734,2816776052,3166964856,0.375057,0.355109,0.30011752,0.39569336,0.39699799,117.157502,3.115464,7.609201,47.968243,17.09664,3.195839,3.321084,1.12803,4.17808,3.39964,1.376145,2504376623,,,0.133577,0.025984,0.35296825,114.21101,0.2925753,0.97486901,0.83132303,0.33003357,1,0.133577,2.056797,5.263926,6.709461,0.86642349,6.486344,2.0051076,600746,江苏索普,L1_002,L1_002_S04,L1_002_S04_S02,L1_002_S04_S02
600746,江苏索普,2022,A,0.081568,0.092194,569221859.4,957319808.7,0.085454,0.08377,0.070441619,0.13347898,0.091902375,123.245455,2.96157,11.223885,32.519934,18.632497,4.629259,3.138194,1.157949,3.425825,2.578933,1.252068,1549289624,,,0.115264,0.013733,0.25013691,78.846313,0.10559367,1.4990238,1.3304557,0.12227204,0.2,0.115264,0.432603,4.692282,18.770116,0.88473654,7.675727,0.64848214,600746,江苏索普,L1_002,L1_002_S04,L1_002_S04_S02,L1_002_S04_S02
600746,江苏索普,2023,A,0.002614,0.003223,-20367974.13,381330195.7,-0.001014,0.001003,0.003176672,0.071407154,-0.003138927,58.481033,6.24134,10.46252,34.886433,9.555234,6.543459,1.593967,0.822987,1.713792,1.297498,0.558376,816116337.7,,,0.188767,0.015487,0.12577245,55.780895,0.12100439,38.09156,-31.725813,0.099585027,0,0.188767,0.014526,4.507417,503.922421,0.811234,4.297536,0.55331802,600746,江苏索普,L1_002,L1_002_S04,L1_002_S04_S02,L1_002_S04_S02
600746,江苏索普,2024,A,0.030436,0.039729,225296116.1,766580108.9,0.030723,0.039952,0.033423997,0.11973077,0.032042935,74.459386,4.915431,10.724443,34.127647,9.2354,8.491297,1.92897,0.910606,1.474703,1.131941,0.260261,754011111.7,,,0.233909,0.010442,0.10723988,42.985188,0.15290937,4.5748382,4.3454242,0.13924015,0.05,0.233909,0.183242,4.612298,38.25536,0.7660898,3.275167,0.83830249,600746,江苏索普,L1_002,L1_002_S04,L1_002_S04_S02,L1_002_S04_S02
600748,上实发展,2019,A,0.021752,0.075118,1426150028,1480842431,0.036257,0.159411,0.10675385,0.18525505,0.036353789,65.604026,5.563683,0.216555,1685.484057,6.239096,0.632022,9.102537,0.203762,1.622214,0.454644,0.302718,12647560751,9.977194,1.124525,0.710425,0.664003,0.3223972,577.51154,0.020108847,0.18836649,0.11270956,0.00409742,0.1,0.710425,0.462625,6.158626,12.83978,0.28957558,0.407609,0.087143041,600748,上实发展,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600748,上实发展,2020,A,0.011832,0.039311,1013804289,1071194511,0.018984,0.14725,0.075678803,0.16411452,0.024283856,18.417256,19.872667,0.172834,2117.63889,2.88729,0.390492,7.976724,0.156345,1.885815,0.622113,0.328476,16715121486,21.244641,15.888043,0.699013,0.820706,0.40038064,934.71826,0.11615925,1.5348982,0.74786121,0.018160954,0.156,0.699013,0.267795,6.812251,18.334935,0.30098724,0.430588,0.41103804,600748,上实发展,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600748,上实发展,2021,A,0.001983,0.007049,1043284318,1089126118,0.002617,0.104114,0.007791258,0.10822862,0.026383867,80.377425,4.541076,0.232927,1567.014558,4.56162,0.640914,12.846794,0.254491,1.873945,0.650478,0.245324,15701332173,,,0.718707,0.939797,0.39707476,569.49921,-0.35504434,-45.569584,-3.424648,-0.090355463,0.087,0.718707,0.042506,6.030182,95.280693,0.28129315,0.391388,-1.9369806,600748,上实发展,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600748,上实发展,2022,A,0.001377,0.005672,387218833,429753924.6,0.006849,0.052173,0.011899341,0.081889965,0.008539357,41.193649,8.860589,0.285469,1278.597676,3.003363,0.531092,7.074312,0.115733,1.39366,0.818365,0.318712,9881423799,3.473358,18.864836,0.75719,0.838632,0.21791555,687.26324,0.40074751,33.678127,5.4312968,0.046379782,0.02,0.75719,0.033855,5.969029,101.610794,0.2428098,0.320672,1.140173,600748,上实发展,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600748,上实发展,2023,A,0.01642,0.044631,1532469332,1609248648,0.033211,0.116031,0.051182132,0.16328731,0.049884606,102.041766,3.576967,0.43551,838.097862,3.65965,1.287333,4.540895,0.320808,1.703713,0.443341,0.359037,7655612339,4.697114,-8.560872,0.632105,0.755591,0.24920383,283.53192,-0.28340533,-5.5371928,-1.8225813,-0.09091875,0.021,0.632105,0.273461,6.127109,12.762326,0.36789459,0.582015,-1.5142063,600748,上实发展,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600748,上实发展,2024,A,-0.010495,-0.024676,185189790.1,303318640.8,0.000889,0.013899,-0.12815857,0.12162783,0.006081193,27.735068,13.19629,0.132482,2762.639453,1.864423,0.186533,1.212229,0.081891,3.510769,0.919157,0.767933,13369330727,0.538562,-3.710579,0.574677,0.940044,0.43901706,1956.7583,-0.51163083,3.9921703,-6.8897877,-0.041898124,,0.574677,-0.173269,7.021892,,0.42532378,0.740109,-0.69171935,600748,上实发展,L1_011,L1_011_S01,L1_011_S01_S02,L1_011_S01_S02
600749,西藏旅游,2019,A,0.016285,0.020399,23623685.73,55211390.94,0.019936,0.114171,0.11443254,0.29380521,0.017889725,7.400668,49.319872,9.690002,37.667691,1.541316,0.550669,1.018242,0.142307,2.383711,2.344168,0.378197,341254935,13.004921,43.932059,0.201701,0.018713,0.25842527,662.83014,0.42467073,3.7111013,3.3781104,0.06043347,0,0.201701,0.094746,4.644616,100.05747,0.79830122,3.957838,0.351612,600749,西藏旅游,L1_011,L1_011_S03,L1_011_S03_S01,L1_011_S03_S01
600749,西藏旅游,2020,A,0.004265,0.005636,10606066.69,43870977.65,0.008709,0.056263,0.046322975,0.34838846,0.007754483,6.282422,58.257787,9.98857,36.641882,1.151758,0.451501,0.457112,0.092069,1.884516,1.8599,1.468849,278904018.1,2.403601,4.74457,0.243253,0.016798,0.20391691,808.41461,0.16625519,3.5890439,1.9739422,0.0153069,0,0.243253,0.025701,4.560292,342.009962,0.75675023,3.110954,0.092242017,600749,西藏旅游,L1_011,L1_011_S03,L1_011_S03_S01,L1_011_S03_S01
600749,西藏旅游,2021,A,-0.005498,-0.008197,-9654018.59,29941620.15,-0.007409,-0.047998,-0.048516959,0.17234193,-0.006296739,4.841114,75.39587,15.685187,23.270363,1.61205,0.409361,0.608548,0.113316,2.368874,2.346959,1.68004,424402430.4,,,0.329307,0.189487,0.27681231,891.63354,0.24305797,-5.0097523,-4.3740735,0.027542397,,0.329307,-0.037138,4.530608,,0.6706953,2.036682,0.18605219,600749,西藏旅游,L1_011,L1_011_S03,L1_011_S03_S01,L1_011_S03_S01
600749,西藏旅游,2022,A,-0.022547,-0.030821,-33401437.42,8844148.53,-0.027536,-0.27594,-0.2546978,0.073275633,-0.024498267,3.699985,98.649049,15.838307,23.045392,2.042012,0.357745,0.441419,0.088525,2.3535,2.325931,1.501316,337383138.2,,,0.268458,0.117059,0.2474535,1020.2798,-0.023645714,0.092838317,0.085444421,-0.00209324,,0.268458,-0.135445,4.394496,,0.73153961,2.724975,-0.012574486,600749,西藏旅游,L1_011,L1_011_S03,L1_011_S03_S01,L1_011_S03_S01
600749,西藏旅游,2023,A,0.010074,0.015205,15525837.81,58778052.74,0.011018,0.0634,0.072873533,0.27589861,0.010074375,9.078286,40.205827,16.37474,22.29043,3.087001,0.465121,0.768112,0.138238,2.262512,2.239344,1.059066,458036363.7,,,0.337466,0.154037,0.29720974,784.742,0.40278873,5.5272293,5.5269809,0.055680878,0,0.337466,0.068403,4.498681,171.922083,0.66253245,1.963261,0.37807909,600749,西藏旅游,L1_011,L1_011_S03,L1_011_S03_S01,L1_011_S03_S01
600749,西藏旅游,2024,A,0.010565,0.015361,18983512.02,64904091.13,0.01264,0.072582,0.07506559,0.30412409,0.012519077,13.548527,27.014007,14.563805,25.130795,4.219837,0.427553,0.790596,0.14074,2.561532,2.530769,1.572138,499150337.6,14.630061,58.75331,0.312233,0.147478,0.32917523,853.69531,0.35722473,4.7588348,4.0159307,0.05027575,0,0.312233,0.070583,4.595001,151.877179,0.68776739,2.202735,0.33589283,600749,西藏旅游,L1_011,L1_011_S03,L1_011_S03_S01,L1_011_S03_S01
600750,江中药业,2019,A,0.100739,0.122169,549339360.5,662565828.3,0.115398,0.231733,0.19573596,0.27050078,0.11542698,11.788236,30.963072,3.368014,108.372471,14.50582,1.059058,2.304424,0.514668,4.088228,3.764422,1.238195,2312813575,,,0.175416,0.021895,0.48596752,344.6459,0.26176885,1.3373569,1.1671797,0.13472404,0.3,0.175416,0.913212,7.474965,13.720794,0.82458586,4.700745,1.2212905,600750,江中药业,L1_004,L1_004_S02,L1_004_S02_S03,L1_004_S02_S03
600750,江中药业,2020,A,0.099587,0.115335,566329969.2,679378332.8,0.110423,0.235078,0.20083265,0.27826819,0.11502416,14.212217,25.752492,3.426758,106.806492,18.558173,0.913126,2.395278,0.49587,5.445193,5.034975,1.425837,2673728454,,,0.136542,0.016651,0.5430463,399.72577,0.30821878,1.5347044,1.3287328,0.1528364,0.27,0.136542,0.778291,6.748095,13.632436,0.8634609,6.323761,1.1944467,600750,江中药业,L1_004,L1_004_S02,L1_004_S02_S03,L1_004_S02_S03
600750,江中药业,2021,A,0.088527,0.115865,600718776.5,715932664.1,0.107617,0.217812,0.18474385,0.24910891,0.10015985,9.324803,39.142918,2.711305,134.62152,6.283795,1.045873,2.803087,0.479187,3.087195,2.800089,0.143259,2747918763,,,0.235946,0.021506,0.4581697,348.99075,0.31908345,1.7271668,1.5265673,0.15290077,0.649999,0.235946,0.842776,7.273791,17.14571,0.76405287,3.238252,1.4556146,600750,江中药业,L1_004,L1_004_S02,L1_004_S02_S03,L1_004_S02_S03
600750,江中药业,2022,A,0.103178,0.143305,723694586.4,844172053.6,0.132883,0.195751,0.16901153,0.22147205,0.11590873,11.94026,30.568849,3.505824,104.112471,7.370144,1.612093,3.556828,0.610482,2.426344,2.195764,0.331987,2364406059,,,0.280009,0.020157,0.37868917,226.41374,0.26654905,1.5771058,1.4038925,0.16272339,0.65,0.280009,1.023237,7.140258,14.121855,0.71998906,2.571312,1.613753,600750,江中药业,L1_004,L1_004_S02,L1_004_S02_S03,L1_004_S02_S03
600750,江中药业,2023,A,0.125097,0.171317,837328699.6,957802725.1,0.154277,0.203666,0.17463459,0.21817324,0.13662769,17.436922,20.932593,3.749707,97.340939,12.86834,5.412012,2.880176,0.716337,1.511476,1.255374,0.404893,811177373.2,,,0.269793,0.01508,0.13236055,67.442574,0.23596253,1.3511786,1.237148,0.16902867,0.699903,0.269793,1.218,7.110601,17.140467,0.73020947,2.706548,1.6457357,600750,江中药业,L1_004,L1_004_S02,L1_004_S02_S03,L1_004_S02_S03
600750,江中药业,2024,A,0.132224,0.192436,950291419.2,1086529162,0.165748,0.231836,0.19400667,0.24496478,0.14602032,10.066599,36.35786,3.509967,104.274485,9.941837,6.191057,2.748657,0.681545,1.404492,1.14423,0.368073,716428650.3,,,0.312894,0.059289,0.11008532,58.956009,0.17726554,0.91370851,0.82738048,0.12081436,1.2,0.312894,1.368017,7.108929,16.593357,0.68710577,2.195966,1.2499686,600750,江中药业,L1_004,L1_004_S02,L1_004_S02_S03,L1_004_S02_S03
600751,海航科技,2019,A,0.006807,0.046042,5363076000,6978956000,0.069602,0.00458,0.002657269,0.021332379,0.04199205,5.990483,60.929978,10.752014,33.947128,6.004487,42.015049,117.628752,2.561559,1.088834,0.767098,0.062797,7786572000,1.374261,0.974741,0.852164,1.121898,0.060967643,8.6873636,0.011627406,4.3756981,0.70928383,0.029784281,0,0.852164,0.299839,6.512223,9.771918,0.14783627,0.173484,1.3120049,600751,海航科技,L1_017,L1_017_S02,L1_017_S02_S02,L1_017_S02_S02
600751,海航科技,2020,A,-0.097026,-1.75361,-8371232000,-6754526000,-0.211916,-0.03142,-0.035057932,-0.020061323,-0.068810649,6.119426,59.809531,10.695572,34.219769,4.962352,,123.372146,2.767589,0.94449,0.669386,0.098352,-5870336000,-3.769591,8.203578,0.944671,1.362639,-0.048253547,,0.054108214,-1.5433943,-2.1762516,0.14974929,,0.944671,-4.071203,2.321612,,0.055329259,0.05857,6.2834711,600751,海航科技,L1_017,L1_017_S02,L1_017_S02_S02,L1_017_S02_S02
600751,海航科技,2021,A,0.299677,0.486907,5652092000,6434195000,0.575145,0.025756,0.021538554,0.03748183,0.45811349,6619.431535,0.055141,10219.00129,0.035718,2641.062327,33.266021,513.185924,13.913529,2.088773,2.085496,1.626769,5160272000,4.603341,-2.484275,0.384528,0.000617,0.41825047,10.972157,-0.01776897,-0.82498443,-0.53966779,-0.2472291,0,0.384528,1.275238,2.61906,2.336819,0.61547172,1.60059,-1.0520514,600751,海航科技,L1_017,L1_017_S02,L1_017_S02_S02,L1_017_S02_S02
600751,海航科技,2022,A,0.018234,0.02724,45635000,66533000,0.006074,1.339438,1.320756,0.45281798,0.004287988,28.277714,12.907691,3.821732,95.506435,4.043518,0.048465,0.125066,0.013806,1.88999,1.878413,1.856894,3031718000,,,0.33059,0.0157,0.28486842,7531.208,-0.57364339,-0.4343296,-1.8469596,-0.00791974,0,0.33059,0.066933,2.457185,34.81118,0.66941124,2.024895,-0.029070983,600751,海航科技,L1_017,L1_017_S02,L1_017_S02_S02,L1_017_S02_S02
600751,海航科技,2023,A,0.027352,0.032874,159420159.7,228175954.8,0.01857,0.372492,0.37137148,0.3506681,0.018044576,67.368159,5.41799,5.102675,71.531109,10.752959,0.184187,0.57087,0.073651,4.454958,4.327136,3.854348,3532754813,,,0.167975,0.062784,0.39986828,1981.6816,-3.5683997,-9.6087074,-14.564777,-0.26281524,0,0.167975,0.083346,2.535327,31.435326,0.83202291,4.953253,-0.80084729,600751,海航科技,L1_017,L1_017_S02,L1_017_S02_S02,L1_017_S02_S02
600751,海航科技,2024,A,0.01441,0.016616,33967854.72,109327435.7,0.003961,0.127747,0.11150208,0.097891755,0.003930694,464.47385,0.787988,6.160802,59.40785,17.352073,0.320941,1.000543,0.129236,5.094796,4.897272,3.145511,3479827760,,,0.132772,0.039704,0.40267897,1137.2806,-0.41562021,-3.7274659,-13.665061,-0.053713184,0,0.132772,0.04295,2.584839,61.233424,0.86722749,6.531725,-0.16009465,600751,海航科技,L1_017,L1_017_S02,L1_017_S02_S02,L1_017_S02_S02
600753,东方银星,2019,A,0.052738,0.101986,30772440.73,31250371.83,0.072693,0.013885,0.011608153,0.015320444,0.068538725,18.296428,19.949249,35.994743,10.14037,28.729653,9.226805,1763.316907,4.543159,2.019657,1.764104,0.308994,221071383.4,,,0.482895,0,0.49238706,39.558655,-0.061353248,-5.2853584,-4.0668621,-0.27873757,0,0.482895,0.184985,1.813823,84.114833,0.51710588,1.070844,-0.97771204,600753,庚星股份,L1_017,L1_017_S03,L1_017_S03_S01,L1_017_S03_S01
